Date,Adj Close,Close,High,Low,Open,Volume
2023-09-14,274.202880859375,274.95001220703125,275.3999938964844,271.5,272.6499938964844,2486100
2023-09-15,275.99798583984375,276.75,279.8999938964844,273.25,275.0,6956452
2023-09-18,272.4576416015625,273.20001220703125,278.3999938964844,272.0,277.79998779296875,2554179
2023-09-20,272.4576416015625,273.20001220703125,275.6499938964844,268.5,273.95001220703125,3260778
2023-09-21,266.27447509765625,267.0,276.0,266.20001220703125,275.0,4855030
2023-09-22,263.6316833496094,264.3500061035156,269.25,261.29998779296875,267.0,3614837
2023-09-25,263.38238525390625,264.1000061035156,266.1499938964844,262.79998779296875,264.3500061035156,1072534
2023-09-26,260.93902587890625,261.6499938964844,266.0,260.8999938964844,264.8500061035156,1175241
2023-09-27,263.9308776855469,264.6499938964844,265.79998779296875,261.6499938964844,262.79998779296875,1584824
2023-09-28,266.17474365234375,266.8999938964844,269.75,264.25,265.1499938964844,4594900
2023-09-29,271.4603576660156,272.20001220703125,274.0,265.1000061035156,268.70001220703125,2867446
2023-10-03,271.958984375,272.70001220703125,274.8999938964844,269.1000061035156,269.1000061035156,1984718
2023-10-04,264.1303405761719,264.8500061035156,271.75,262.70001220703125,271.75,2557186
2023-10-05,262.8836975097656,263.6000061035156,267.6499938964844,263.25,266.79998779296875,897722
2023-10-06,263.83111572265625,264.54998779296875,265.8500061035156,262.6000061035156,264.0,1215958
2023-10-09,259.7422790527344,260.45001220703125,263.8500061035156,259.6499938964844,261.20001220703125,1225855
2023-10-10,257.1991882324219,257.8999938964844,261.70001220703125,255.64999389648438,261.0,2682999
2023-10-11,256.7005615234375,257.3999938964844,259.79998779296875,257.1000061035156,258.79998779296875,1496819
2023-10-12,259.39324951171875,260.1000061035156,261.25,257.3999938964844,258.0,1572827
2023-10-13,253.85830688476562,254.5500030517578,259.5,254.0,259.45001220703125,2764245
2023-10-16,253.50926208496094,254.1999969482422,255.0500030517578,252.5,254.5,1514070
2023-10-17,254.2073516845703,254.89999389648438,257.5,253.6999969482422,255.0,2999430
2023-10-18,238.00149536132812,238.64999389648438,252.0,236.6999969482422,251.5,13082442
2023-10-19,234.76034545898438,235.39999389648438,239.5,233.39999389648438,239.0,5417771
2023-10-20,230.3224334716797,230.9499969482422,236.60000610351562,230.5,235.5,4771316
2023-10-23,225.6352081298828,226.25,233.39999389648438,225.10000610351562,231.4499969482422,3841041
2023-10-25,223.79022216796875,224.39999389648438,229.39999389648438,223.89999389648438,227.0,3158091
2023-10-26,221.49649047851562,222.10000610351562,226.0500030517578,218.0,224.6999969482422,3304417
2023-10-27,222.0948486328125,222.6999969482422,226.0,222.4499969482422,224.10000610351562,2766883
2023-10-30,221.29702758789062,221.89999389648438,224.0500030517578,219.85000610351562,223.0,2213338
2023-10-31,219.05313110351562,219.64999389648438,223.4499969482422,217.5,222.1999969482422,1965042
2023-11-01,218.105712890625,218.6999969482422,221.60000610351562,218.3000030517578,221.0,1171523
2023-11-02,221.14743041992188,221.75,223.60000610351562,220.25,220.4499969482422,2216990
2023-11-03,223.88995361328125,224.5,228.0,223.0,223.6999969482422,3721458
2023-11-06,224.239013671875,224.85000610351562,226.89999389648438,223.60000610351562,225.60000610351562,3115669
2023-11-07,224.73765563964844,225.35000610351562,225.89999389648438,223.60000610351562,225.14999389648438,2717764
2023-11-08,226.23358154296875,226.85000610351562,229.35000610351562,225.4499969482422,226.1999969482422,3110053
2023-11-09,226.4330291748047,227.0500030517578,229.5,225.89999389648438,228.9499969482422,1989025
2023-11-10,226.78207397460938,227.39999389648438,228.64999389648438,222.5500030517578,227.85000610351562,2629871
2023-11-13,226.7322235107422,227.35000610351562,231.85000610351562,224.35000610351562,230.10000610351562,8590243
2023-11-15,228.4774627685547,229.10000610351562,231.75,228.4499969482422,231.5,3215676
2023-11-16,231.2698516845703,231.89999389648438,234.1999969482422,228.25,229.60000610351562,4508925
2023-11-17,232.1175537109375,232.75,233.5,231.5,231.89999389648438,1783108
2023-11-20,234.36143493652344,235.0,238.6999969482422,232.3000030517578,233.0,4820490
2023-11-21,233.06495666503906,233.6999969482422,236.8000030517578,232.89999389648438,236.8000030517578,1697203
2023-11-22,235.35870361328125,236.0,237.5,233.6999969482422,234.4499969482422,2803434
2023-11-23,234.0123748779297,234.64999389648438,236.5,233.1999969482422,236.5,1158811
2023-11-24,234.71047973632812,235.35000610351562,238.9499969482422,234.89999389648438,235.4499969482422,2203816
2023-11-28,232.4665985107422,233.10000610351562,236.25,231.25,235.39999389648438,2846098
2023-11-29,236.106689453125,236.75,237.39999389648438,233.1999969482422,233.1999969482422,2307166
2023-11-30,237.6524658203125,238.3000030517578,239.14999389648438,236.14999389648438,236.75,3794118
2023-12-01,239.99606323242188,240.64999389648438,245.10000610351562,240.0500030517578,241.0,3020077
2023-12-04,239.99606323242188,240.64999389648438,243.39999389648438,238.89999389648438,243.3000030517578,1817846
2023-12-05,242.43942260742188,243.10000610351562,243.39999389648438,240.3000030517578,242.10000610351562,2272088
2023-12-06,239.7467498779297,240.39999389648438,244.4499969482422,240.0,243.5,2329446
2023-12-07,241.5917205810547,242.25,243.75,240.5500030517578,240.9499969482422,1857120
2023-12-08,238.35057067871094,239.0,243.8000030517578,236.89999389648438,242.60000610351562,2350010
2023-12-11,239.39772033691406,240.0500030517578,240.5500030517578,237.64999389648438,239.8000030517578,1612669
2023-12-12,238.00149536132812,238.64999389648438,243.0,238.25,240.4499969482422,1455169
2023-12-13,248.62257385253906,249.3000030517578,250.0,239.0,239.8000030517578,4745442
2023-12-14,247.3759765625,248.0500030517578,251.64999389648438,246.89999389648438,251.64999389648438,7398830
2023-12-15,251.0160369873047,251.6999969482422,254.9499969482422,249.25,254.9499969482422,6815893
2023-12-18,253.40953063964844,254.10000610351562,256.79998779296875,249.0500030517578,251.89999389648438,4310027
2023-12-19,251.66429138183594,252.35000610351562,256.8999938964844,249.60000610351562,255.89999389648438,4813865
2023-12-20,241.9407958984375,242.60000610351562,255.5500030517578,241.39999389648438,253.75,3532183
2023-12-21,245.0323486328125,245.6999969482422,247.0,239.3000030517578,242.35000610351562,2124226
2023-12-22,245.6307373046875,246.3000030517578,249.1999969482422,244.8000030517578,246.4499969482422,2273146
2023-12-26,249.96890258789062,250.64999389648438,252.0,247.75,248.0,3586164
2023-12-27,252.0631866455078,252.75,255.6999969482422,250.85000610351562,252.14999389648438,2913019
2023-12-28,246.67787170410156,247.35000610351562,253.3000030517578,245.0,253.0500030517578,7352066
2023-12-29,248.97161865234375,249.64999389648438,250.75,247.39999389648438,247.39999389648438,2137811
2024-01-01,254.8555908203125,255.5500030517578,259.6499938964844,249.64999389648438,249.8000030517578,7038993
2024-01-02,265.4766845703125,266.20001220703125,267.70001220703125,255.85000610351562,257.6000061035156,17494142
2024-01-03,281.582763671875,282.3500061035156,284.5,265.6000061035156,267.95001220703125,28706243
2024-01-04,282.8293762207031,283.6000061035156,287.8500061035156,281.20001220703125,286.0,9653743
2024-01-05,290.5084228515625,291.29998779296875,294.5,278.70001220703125,285.3500061035156,12166860
2024-01-08,279.78765869140625,280.54998779296875,293.20001220703125,280.0,293.20001220703125,7064064
2024-01-09,280.4358825683594,281.20001220703125,286.79998779296875,280.5,283.1000061035156,3105303
2024-01-10,280.6852111816406,281.45001220703125,284.95001220703125,278.79998779296875,281.20001220703125,2847064
2024-01-11,281.3334655761719,282.1000061035156,286.5,281.25,282.95001220703125,3239162
2024-01-12,273.4549255371094,274.20001220703125,283.6499938964844,269.1000061035156,283.45001220703125,5430166
2024-01-15,280.336181640625,281.1000061035156,283.0,273.79998779296875,275.70001220703125,4445241
2024-01-16,286.8184814453125,287.6000061035156,288.70001220703125,276.29998779296875,282.25,13568999
2024-01-17,278.9399719238281,279.70001220703125,289.25,278.20001220703125,286.25,6926246
2024-01-18,279.538330078125,280.29998779296875,287.25,273.3500061035156,280.1499938964844,5337699
2024-01-19,275.3497619628906,276.1000061035156,283.45001220703125,275.25,282.0,4152394
2024-01-23,261.7867126464844,262.5,276.45001220703125,261.45001220703125,274.6000061035156,5447314
2024-01-24,263.7812805175781,264.5,266.3999938964844,260.8500061035156,262.5,4637208
2024-01-25,257.9970397949219,258.70001220703125,266.3999938964844,257.0,266.29998779296875,3864418
2024-01-29,259.39324951171875,260.1000061035156,261.54998779296875,256.3999938964844,261.29998779296875,3314421
2024-01-30,259.2934875488281,260.0,264.3500061035156,259.04998779296875,262.0,2637680
2024-01-31,267.670654296875,268.3999938964844,270.3500061035156,260.0,261.1499938964844,4943291
2024-02-01,269.21649169921875,269.95001220703125,273.6499938964844,266.1499938964844,268.29998779296875,4986173
2024-02-02,273.9535827636719,274.70001220703125,280.79998779296875,270.6000061035156,272.0,5660639
2024-02-05,283.8764953613281,284.6499938964844,289.5,275.3500061035156,275.95001220703125,10372100
2024-02-06,297.7387390136719,298.54998779296875,307.1000061035156,286.0,286.3999938964844,23649986
2024-02-07,289.4612731933594,290.25,304.0,284.3500061035156,304.0,11567515
2024-02-08,283.9263916015625,284.70001220703125,294.3500061035156,283.6000061035156,293.0,5818098
2024-02-09,272.6571044921875,273.3999938964844,291.04998779296875,271.5,280.95001220703125,16961839
2024-02-12,265.9753112792969,266.70001220703125,280.5,264.6000061035156,275.1000061035156,6238533
2024-02-13,266.47393798828125,267.20001220703125,274.29998779296875,261.0,267.0,5350604
2024-02-14,270.9617004394531,271.70001220703125,274.3999938964844,263.8999938964844,265.54998779296875,4842342
2024-02-15,273.55462646484375,274.29998779296875,278.0,272.5,273.70001220703125,4257799
2024-02-16,286.0705261230469,286.8500061035156,290.0,275.54998779296875,276.0,12781234
2024-02-19,290.25909423828125,291.04998779296875,303.1000061035156,286.8500061035156,287.0,28508993
2024-02-20,280.4358825683594,281.20001220703125,289.6000061035156,280.0,286.75,10218574
2024-02-21,273.25543212890625,274.0,283.79998779296875,272.6499938964844,281.5,5852991
2024-02-22,270.0641174316406,270.79998779296875,275.79998779296875,268.0,275.0,4385098
2024-02-23,272.3080139160156,273.04998779296875,275.0,270.1000061035156,272.0,4763062
2024-02-26,272.20831298828125,272.95001220703125,275.95001220703125,269.1000061035156,274.79998779296875,4389040
2024-02-27,274.9508361816406,275.70001220703125,282.0,273.29998779296875,273.3999938964844,8810926
2024-02-28,270.3134765625,271.04998779296875,281.5,270.1000061035156,276.0,6304110
2024-02-29,275.7486572265625,276.5,277.6000061035156,267.45001220703125,272.6499938964844,5644851
2024-03-01,273.1557312011719,273.8999938964844,282.25,272.5,276.54998779296875,4963400
2024-03-04,278.1421203613281,278.8999938964844,287.20001220703125,275.70001220703125,277.8999938964844,17778466
2024-03-05,279.1893005371094,279.95001220703125,282.70001220703125,277.0,278.95001220703125,5524477
2024-03-06,273.7541198730469,274.5,280.8500061035156,269.25,280.0,6070958
2024-03-07,281.1340026855469,281.8999938964844,285.20001220703125,276.0,276.0,9041425
2024-03-11,278.44134521484375,279.20001220703125,286.20001220703125,278.1000061035156,284.0,4569107
2024-03-12,269.6153869628906,270.3500061035156,281.6499938964844,270.0,279.29998779296875,3628757
2024-03-13,252.16293334960938,252.85000610351562,273.45001220703125,250.39999389648438,271.0,7078060
2024-03-14,266.6733703613281,267.3999938964844,273.45001220703125,249.89999389648438,252.5,6106792
2024-03-15,250.9661865234375,251.64999389648438,262.6000061035156,250.25,262.0,10073254
2024-03-18,249.96890258789062,250.64999389648438,254.5500030517578,247.75,252.8000030517578,4693478
2024-03-19,245.08221435546875,245.75,252.39999389648438,245.0500030517578,250.8000030517578,4014805
2024-03-20,246.1792449951172,246.85000610351562,249.5500030517578,244.5500030517578,246.5,3465199
2024-03-21,248.02420043945312,248.6999969482422,252.3000030517578,247.5500030517578,248.5,3542830
2024-03-22,251.5146942138672,252.1999969482422,254.6999969482422,248.4499969482422,250.1999969482422,5586546
2024-03-26,256.9997863769531,257.70001220703125,258.95001220703125,251.0,254.1999969482422,7271365
2024-03-27,255.9027557373047,256.6000061035156,263.25,255.85000610351562,256.95001220703125,7577249
2024-03-28,263.43218994140625,264.1499938964844,266.75,259.20001220703125,260.0,7744310
2024-04-01,268.9671630859375,269.70001220703125,272.6499938964844,265.5,265.5,3457178
2024-04-02,269.316162109375,270.04998779296875,272.5,268.45001220703125,270.0,3294776
2024-04-03,271.8592834472656,272.6000061035156,274.95001220703125,269.75,271.95001220703125,3164455
2024-04-04,269.5156555175781,270.25,274.8500061035156,269.20001220703125,274.3999938964844,1849002
2024-04-05,270.2137451171875,270.95001220703125,272.8999938964844,269.0,270.95001220703125,2215292
2024-04-08,273.05596923828125,273.79998779296875,277.1000061035156,267.70001220703125,272.79998779296875,4185920
2024-04-09,270.56280517578125,271.29998779296875,276.95001220703125,269.5,275.45001220703125,2814928
2024-04-10,277.54376220703125,278.29998779296875,283.20001220703125,272.0,272.79998779296875,14611970
2024-04-12,273.25543212890625,274.0,283.1499938964844,273.1000061035156,280.0,6929503
2024-04-15,264.52923583984375,265.25,271.75,262.1000061035156,271.75,4071926
2024-04-16,263.0333251953125,263.75,269.0,262.25,264.79998779296875,3484465
2024-04-18,266.47393798828125,267.20001220703125,275.5,265.79998779296875,271.8999938964844,9499931
2024-04-19,260.93902587890625,261.6499938964844,265.3500061035156,259.8500061035156,265.0,5479033
2024-04-22,270.4131774902344,271.1499938964844,272.5,262.1499938964844,264.3999938964844,8601670
2024-04-23,279.38873291015625,280.1499938964844,281.0,271.29998779296875,275.0,10392195
2024-04-24,288.8130798339844,289.6000061035156,295.0,281.3999938964844,284.1000061035156,24783743
2024-04-25,290.85748291015625,291.6499938964844,293.70001220703125,287.8500061035156,292.0,7923803
2024-04-26,305.5674133300781,306.3999938964844,313.3999938964844,292.0,292.0,45364974
2024-04-29,305.3180847167969,306.1499938964844,314.70001220703125,300.8500061035156,310.5,17313094
2024-04-30,297.7387390136719,298.54998779296875,307.0,297.3500061035156,306.8999938964844,5854305
2024-05-02,310.05517578125,310.8999938964844,313.04998779296875,296.5,300.0,15169926
2024-05-03,304.37066650390625,305.20001220703125,315.0,299.45001220703125,314.0,9554032
2024-05-06,299.783203125,300.6000061035156,309.0,299.20001220703125,307.45001220703125,5949489
2024-05-07,294.24822998046875,295.04998779296875,308.0,292.20001220703125,302.1000061035156,8939775
2024-05-08,306.1658020019531,307.0,308.0,296.0,296.0,9296466
2024-05-09,297.8384704589844,298.6499938964844,312.29998779296875,297.0,308.04998779296875,9996765
2024-05-10,303.1739501953125,304.0,307.8999938964844,296.5,302.0,9538715
2024-05-13,300.830322265625,301.6499938964844,306.25,293.45001220703125,303.95001220703125,6333418
2024-05-14,310.05517578125,310.8999938964844,312.8999938964844,301.6499938964844,302.95001220703125,7379389
2024-05-15,311.0524597167969,311.8999938964844,321.20001220703125,309.1000061035156,314.0,16776785
2024-05-16,304.9191589355469,305.75,316.6000061035156,302.5,315.0,8380049
2024-05-17,305.0189208984375,305.8500061035156,311.25,303.6499938964844,305.25,12344552
2024-05-21,306.76416015625,307.6000061035156,310.70001220703125,304.04998779296875,308.0,4862961
2024-05-22,307.11322021484375,307.95001220703125,311.5,304.5,310.5,3666833
2024-05-23,314.6427001953125,315.5,317.29998779296875,306.5,309.95001220703125,10367039
2024-05-24,318.58197021484375,319.45001220703125,331.0,316.3999938964844,317.29998779296875,31341057
2024-05-27,314.0942077636719,314.95001220703125,318.95001220703125,305.3999938964844,318.95001220703125,11540435
2024-05-28,316.8865661621094,317.75,320.0,311.0,313.0,8345701
2024-05-29,322.7206726074219,323.6000061035156,324.79998779296875,311.1000061035156,315.5,8347446
2024-05-30,310.0053405761719,310.8500061035156,325.79998779296875,308.54998779296875,324.1499938964844,9357893
2024-05-31,308.40966796875,309.25,314.79998779296875,307.25,312.0,5589376
2024-06-03,308.80859375,309.6499938964844,317.0,307.29998779296875,314.8999938964844,5311869
2024-06-04,290.1095275878906,290.8999938964844,310.0,269.54998779296875,310.0,17873006
2024-06-05,304.4205322265625,305.25,307.3500061035156,288.8999938964844,294.79998779296875,8516880
2024-06-06,331.8458251953125,332.75,335.75,306.79998779296875,308.04998779296875,17874585
2024-06-07,335.0870056152344,336.0,341.25,331.0,336.0,14591288
2024-06-10,338.97637939453125,339.8999938964844,345.25,336.54998779296875,338.0,7375334
2024-06-11,343.5140380859375,344.45001220703125,349.45001220703125,337.3999938964844,342.20001220703125,7100803
2024-06-12,337.9790954589844,338.8999938964844,345.95001220703125,330.1000061035156,345.95001220703125,5164721
2024-06-13,337.23114013671875,338.1499938964844,342.3999938964844,336.6000061035156,340.0,2407975
2024-06-14,333.8902282714844,334.79998779296875,339.70001220703125,334.1499938964844,338.1499938964844,5033189
2024-06-18,327.457763671875,328.3500061035156,332.54998779296875,326.5,330.0,6208267
2024-06-19,331.34716796875,332.25,339.20001220703125,327.79998779296875,330.0,7310198
2024-06-20,341.8684997558594,342.79998779296875,344.29998779296875,332.0,332.25,8166456
2024-06-21,344.7606201171875,345.70001220703125,351.0,340.1000061035156,345.5,9300900
2024-06-24,341.2701416015625,342.20001220703125,345.3999938964844,337.0,345.3999938964844,4460873
2024-06-25,338.328125,339.25,345.54998779296875,336.29998779296875,344.0,3221011
2024-06-26,351.1930847167969,352.1499938964844,353.95001220703125,336.5,338.1000061035156,7782868
2024-06-27,345.20941162109375,346.1499938964844,353.70001220703125,342.0,353.6000061035156,4933878
2024-06-28,350.1459655761719,351.1000061035156,354.8999938964844,346.3500061035156,347.8500061035156,5816457
2024-07-01,356.6781311035156,357.6499938964844,359.3999938964844,348.25,352.6000061035156,9143802
2024-07-02,355.7307434082031,356.70001220703125,361.8999938964844,354.5,359.79998779296875,7001966
2024-07-03,360.46783447265625,361.45001220703125,365.8999938964844,356.54998779296875,357.1499938964844,6614689
2024-07-04,360.3182373046875,361.29998779296875,367.1499938964844,355.70001220703125,362.95001220703125,4658012
2024-07-05,369.7056884765625,370.20001220703125,371.3999938964844,360.1000061035156,361.0,7658844
2024-07-08,366.1604309082031,366.6499938964844,373.8500061035156,365.3999938964844,371.0,5022489
2024-07-09,362.5152893066406,363.0,369.3999938964844,361.04998779296875,369.29998779296875,2059302
2024-07-10,357.2723083496094,357.75,366.5,350.70001220703125,366.5,4383222
2024-07-11,354.0765686035156,354.54998779296875,359.8999938964844,351.5,359.8999938964844,3175235
2024-07-12,350.2816467285156,350.75,356.0,349.1000061035156,355.0,4058531
2024-07-15,358.6704406738281,359.1499938964844,361.5,350.75,352.0,4074238
2024-07-16,352.9281005859375,353.3999938964844,360.5,352.45001220703125,359.0,2060110
2024-07-18,342.74176025390625,343.20001220703125,353.3999938964844,340.95001220703125,353.3999938964844,3890681
2024-07-19,334.75244140625,335.20001220703125,344.20001220703125,334.04998779296875,343.29998779296875,3570488
2024-07-22,334.9022216796875,335.3500061035156,339.3999938964844,330.0,332.6499938964844,2886436
2024-07-23,336.5999450683594,337.04998779296875,338.54998779296875,320.3999938964844,338.3500061035156,3807462
2024-07-24,347.53533935546875,348.0,349.1000061035156,336.20001220703125,337.70001220703125,3384480
2024-07-25,361.3668518066406,361.8500061035156,363.8999938964844,342.3500061035156,346.1000061035156,6420578
2024-07-26,368.0079650878906,368.5,376.79998779296875,363.3500061035156,366.0,9109767
2024-07-29,361.3668518066406,361.8500061035156,370.79998779296875,359.79998779296875,370.79998779296875,4052190
2024-07-30,358.9700622558594,359.45001220703125,364.54998779296875,358.3999938964844,361.8999938964844,1660024
2024-07-31,361.8661804199219,362.3500061035156,366.79998779296875,360.3999938964844,360.54998779296875,2699613
2024-08-01,354.27630615234375,354.75,370.45001220703125,353.5,362.5,4177876
2024-08-02,355.62451171875,356.1000061035156,362.70001220703125,348.04998779296875,350.1499938964844,3828727
2024-08-05,339.9454650878906,340.3999938964844,352.8500061035156,333.70001220703125,344.04998779296875,5620180
2024-08-06,334.0533447265625,334.5,349.3999938964844,332.25,341.3999938964844,2981838
2024-08-07,346.3868713378906,346.8500061035156,348.04998779296875,335.29998779296875,342.0,3645534
2024-08-08,338.6971435546875,339.1499938964844,349.54998779296875,336.8500061035156,346.8999938964844,4003614
2024-08-09,336.5000915527344,336.95001220703125,345.0,332.6499938964844,339.1499938964844,10005232
2024-08-12,337.3988952636719,337.8500061035156,342.0,330.25,330.25,4281522
2024-08-13,336.64990234375,337.1000061035156,342.0,334.04998779296875,338.0,3360380
2024-08-14,327.2124938964844,327.6499938964844,338.0,323.3500061035156,337.6000061035156,3713151
2024-08-16,340.4947509765625,340.95001220703125,342.0,328.1000061035156,330.0,3040369
2024-08-19,344.339599609375,344.79998779296875,347.3999938964844,340.6499938964844,342.0,3453510
2024-08-20,346.2869873046875,346.75,350.8999938964844,343.29998779296875,346.5,4296486
2024-08-21,354.5259704589844,355.0,356.45001220703125,345.54998779296875,346.6499938964844,3548478
2024-08-22,356.02398681640625,356.5,359.04998779296875,353.70001220703125,357.3999938964844,2368633
2024-08-23,351.1305236816406,351.6000061035156,358.0,350.8500061035156,358.0,1312131
2024-08-26,352.7783203125,353.25,355.75,352.0,352.0,1350106
2024-08-27,352.27899169921875,352.75,356.25,351.8500061035156,353.5,1158652
2024-08-28,356.2237243652344,356.70001220703125,363.75,353.75,355.0,6636720
2024-08-29,354.97540283203125,355.45001220703125,364.95001220703125,350.04998779296875,364.0,5275221
2024-08-30,358.6205139160156,359.1000061035156,362.95001220703125,355.54998779296875,355.54998779296875,2738006
2024-09-02,362.9147644042969,363.3999938964844,368.0,359.0,368.0,5156434
2024-09-03,361.416748046875,361.8999938964844,366.70001220703125,361.04998779296875,364.75,2513914
2024-09-04,378.8934020996094,379.3999938964844,383.20001220703125,355.25,359.95001220703125,12159916
2024-09-05,382.33880615234375,382.8500061035156,394.70001220703125,380.70001220703125,385.0,17885888
2024-09-06,373.2010192871094,373.70001220703125,385.8999938964844,369.04998779296875,383.70001220703125,7030758
2024-09-09,377.0958251953125,377.6000061035156,379.6499938964844,366.1499938964844,373.1499938964844,6395312
2024-09-10,386.08380126953125,386.6000061035156,389.79998779296875,378.25,382.0,9473666
2024-09-11,384.7855224609375,385.29998779296875,394.8999938964844,382.5,390.20001220703125,11687316
2024-09-12,376.0971374511719,376.6000061035156,393.8500061035156,374.8500061035156,389.1000061035156,8824201
2024-09-13,378.4440002441406,378.95001220703125,383.79998779296875,372.45001220703125,378.45001220703125,5555196
2024-09-16,390.6776428222656,391.20001220703125,394.8500061035156,380.29998779296875,382.5,7932099
2024-09-17,375.34814453125,375.8500061035156,395.79998779296875,374.29998779296875,393.6000061035156,10455441
2024-09-18,363.1644287109375,363.6499938964844,375.75,360.0,375.0,6911164
2024-09-19,361.0173034667969,361.5,369.0,351.0,365.0,6351383
2024-09-20,364.8621826171875,365.3500061035156,367.20001220703125,360.3999938964844,363.29998779296875,4175049
2024-09-23,369.8554992675781,370.3500061035156,372.8500061035156,363.6000061035156,365.3500061035156,3890925
2024-09-24,375.34814453125,375.8500061035156,378.0,366.04998779296875,370.3500061035156,4468287
2024-09-25,370.95404052734375,371.45001220703125,381.79998779296875,368.6000061035156,377.79998779296875,5125312
2024-09-26,372.3521423339844,372.8500061035156,374.70001220703125,368.25,372.0,3506872
2024-09-27,368.35748291015625,368.8500061035156,378.75,367.8999938964844,375.95001220703125,4580392
2024-09-30,362.61517333984375,363.1000061035156,369.20001220703125,361.1499938964844,362.0,3231111
2024-10-01,370.15509033203125,370.6499938964844,371.79998779296875,361.8500061035156,362.3999938964844,2195117
2024-10-03,356.07391357421875,356.54998779296875,369.3500061035156,352.75,362.3999938964844,3235274
2024-10-04,345.8875427246094,346.3500061035156,360.1499938964844,345.1000061035156,359.3500061035156,5693848
2024-10-07,339.5460205078125,340.0,349.3999938964844,334.6000061035156,346.54998779296875,5769251
2024-10-08,342.242431640625,342.70001220703125,345.3500061035156,335.95001220703125,339.5,2950082
2024-10-09,346.5865783691406,347.04998779296875,352.70001220703125,343.45001220703125,345.0,1874883
2024-10-10,345.3382568359375,345.79998779296875,351.75,344.79998779296875,349.70001220703125,1469718
2024-10-11,345.68780517578125,346.1499938964844,349.29998779296875,344.45001220703125,345.8999938964844,1211519
2024-10-14,346.0373229980469,346.5,348.1000061035156,343.1499938964844,347.04998779296875,1249060
2024-10-15,351.729736328125,352.20001220703125,353.3500061035156,346.3500061035156,347.0,2051189
2024-10-16,346.1871337890625,346.6499938964844,353.3999938964844,343.1499938964844,351.8500061035156,1554072
2024-10-17,338.5972595214844,339.04998779296875,348.45001220703125,337.6499938964844,348.3999938964844,1768096
2024-10-18,339.49609375,339.95001220703125,342.54998779296875,332.5,337.45001220703125,2364315
2024-10-21,336.949462890625,337.3999938964844,343.1499938964844,335.3500061035156,340.0,2490409
2024-10-22,325.3649597167969,325.79998779296875,339.6000061035156,324.54998779296875,336.04998779296875,3431583
2024-10-23,324.7657775878906,325.20001220703125,333.70001220703125,322.95001220703125,324.0,3082744
2024-10-24,322.21917724609375,322.6499938964844,329.04998779296875,320.25,327.8999938964844,1978924
2024-10-25,311.5834045410156,312.0,324.6499938964844,304.6499938964844,322.70001220703125,3282892
2024-10-28,323.3177185058594,323.75,325.75,313.25,313.95001220703125,1994728
2024-10-29,326.5633544921875,327.0,328.5,315.75,323.79998779296875,2547066
2024-10-30,320.27178955078125,320.70001220703125,327.3999938964844,319.20001220703125,324.0,5277837
2024-10-31,315.67791748046875,316.1000061035156,323.1000061035156,303.0,305.5,13655954
2024-11-01,317.3756408691406,317.79998779296875,318.8999938964844,315.3999938964844,316.20001220703125,536689
2024-11-04,310.48486328125,310.8999938964844,317.5,306.1000061035156,317.5,3983931
2024-11-05,315.2784729003906,315.70001220703125,316.8999938964844,309.25,310.8999938964844,2332169
2024-11-06,322.4189147949219,322.8500061035156,324.79998779296875,315.70001220703125,318.04998779296875,2183502
2024-11-07,327.5620422363281,328.0,329.5,322.1499938964844,323.8999938964844,3711683
2024-11-08,320.8709716796875,321.29998779296875,331.8999938964844,319.6000061035156,329.0,3218359
2024-11-11,348.2344055175781,348.70001220703125,350.79998779296875,326.0,329.0,22071949
2024-11-12,347.0360107421875,347.5,353.54998779296875,345.8500061035156,348.70001220703125,5707023
2024-11-13,331.1072692871094,331.54998779296875,346.8999938964844,328.5,345.20001220703125,3915358
2024-11-14,335.3515930175781,335.79998779296875,339.8500061035156,330.54998779296875,333.8500061035156,4264527
2024-11-18,324.91558837890625,325.3500061035156,337.6499938964844,324.70001220703125,336.45001220703125,2389049
2024-11-19,326.61328125,327.04998779296875,334.20001220703125,325.20001220703125,326.95001220703125,1376851
2024-11-21,322.6685791015625,323.1000061035156,328.3999938964844,319.5,327.29998779296875,1816318
2024-11-22,331.057373046875,331.5,332.6000061035156,322.6000061035156,323.1000061035156,1533051
2024-11-25,335.90087890625,336.3500061035156,338.95001220703125,333.54998779296875,335.0,1449701
2024-11-26,352.1791076660156,352.6499938964844,355.45001220703125,336.04998779296875,336.3500061035156,5258746
2024-11-27,358.1711120605469,358.6499938964844,360.0,349.20001220703125,354.0,5405033
2024-11-28,363.46405029296875,363.95001220703125,366.6499938964844,358.04998779296875,360.0,3951858
2024-11-29,364.66241455078125,365.1499938964844,368.29998779296875,361.3500061035156,361.3999938964844,2323081
2024-12-02,374.84881591796875,375.3500061035156,380.0,368.04998779296875,375.0,9412158
2024-12-03,373.350830078125,373.8500061035156,377.20001220703125,372.79998779296875,374.45001220703125,1730134
2024-12-04,379.1930236816406,379.70001220703125,381.0,369.1000061035156,373.8999938964844,3567460
2024-12-05,374.7489318847656,375.25,381.3999938964844,372.5,380.0,1805601
2024-12-06,379.5425109863281,380.04998779296875,381.5,372.75,376.5,2246090
2024-12-09,369.10650634765625,369.6000061035156,380.79998779296875,363.95001220703125,378.0,4676618
2024-12-10,368.70703125,369.20001220703125,374.95001220703125,364.0,370.0,2044166
2024-12-11,367.35882568359375,367.8500061035156,372.20001220703125,367.0,367.5,994507
