Date,Adj Close,Close,High,Low,Open,Volume
,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS,BANKBARODA.NS
2024-05-10,239.6692657470703,254.85000610351562,266.70001220703125,248.35000610351562,265.70001220703125,39476449
2024-05-13,243.6190643310547,259.04998779296875,261.79998779296875,251.5500030517578,260.29998779296875,31581807
2024-05-14,245.31185913085938,260.8500061035156,263.20001220703125,257.6000061035156,259.70001220703125,12196792
2024-05-15,248.18016052246094,263.8999938964844,267.70001220703125,260.75,261.25,19280956
2024-05-16,247.23973083496094,262.8999938964844,267.1000061035156,259.04998779296875,264.54998779296875,15531360
2024-05-17,245.82907104492188,261.3999938964844,264.6499938964844,259.8999938964844,262.54998779296875,13847808
2024-05-21,249.68484497070312,265.5,266.79998779296875,260.25,261.5,17185189
2024-05-22,247.66293334960938,263.3500061035156,267.95001220703125,262.5,267.0,16912682
2024-05-23,253.21148681640625,269.25,272.0,264.6000061035156,265.5,24738523
2024-05-24,252.9293670654297,268.95001220703125,272.20001220703125,267.75,268.95001220703125,16509527
2024-05-27,254.43402099609375,270.54998779296875,273.3999938964844,265.6499938964844,269.5,13764764
2024-05-28,248.55633544921875,264.29998779296875,271.79998779296875,262.6000061035156,271.0,12897363
2024-05-29,247.70994567871094,263.3999938964844,266.20001220703125,261.79998779296875,262.8999938964844,15041927
2024-05-30,247.19271850585938,262.8500061035156,267.3999938964844,261.1499938964844,261.75,9840965
2024-05-31,249.12059020996094,264.8999938964844,266.3500061035156,261.5,263.3999938964844,17253924
2024-06-03,279.261474609375,296.95001220703125,299.70001220703125,277.0,277.0,74818392
2024-06-04,233.46240234375,248.25,292.0,237.60000610351562,292.0,84878240
2024-06-05,244.51248168945312,260.0,262.8500061035156,236.4499969482422,257.0,70386788
2024-06-06,252.88233947753906,268.8999938964844,274.0,261.45001220703125,262.6000061035156,31690680
2024-06-07,254.66915893554688,270.79998779296875,272.0,266.75,268.3500061035156,19749116
2024-06-10,259.935546875,276.3999938964844,279.5,272.3500061035156,273.3999938964844,21735106
2024-06-11,258.4308776855469,274.79998779296875,279.29998779296875,274.0,276.5,13094039
2024-06-12,266.51861572265625,283.3999938964844,284.8999938964844,273.75,274.8999938964844,29504096
2024-06-13,265.8603210449219,282.70001220703125,285.20001220703125,281.25,285.0,14322702
2024-06-14,269.1988220214844,286.25,287.5,281.6000061035156,283.0,13911039
2024-06-18,270.186279296875,287.29998779296875,288.45001220703125,285.1000061035156,286.25,10174646
2024-06-19,267.0358581542969,283.95001220703125,290.5,282.6499938964844,287.0,33193685
2024-06-20,268.2113952636719,285.20001220703125,287.70001220703125,283.6499938964844,284.0,13675594
2024-06-21,262.7098693847656,279.3500061035156,286.79998779296875,278.6000061035156,285.20001220703125,15165917
2024-06-24,263.8853759765625,280.6000061035156,282.1000061035156,273.5,279.5,17778427
2024-06-25,263.9324035644531,280.6499938964844,283.45001220703125,279.0,281.0,13386910
2024-06-26,264.21453857421875,280.95001220703125,283.6000061035156,279.20001220703125,282.0,16075754
2024-06-27,263.1800842285156,279.8500061035156,282.8999938964844,277.0,280.0,14743494
2024-06-28,266.2251281738281,275.3999938964844,280.79998779296875,272.8999938964844,273.0,15270017
2024-07-01,263.0834045410156,272.1499938964844,276.29998779296875,271.75,275.25,12001891
2024-07-02,256.1716003417969,265.0,273.5,264.20001220703125,273.0,13960959
2024-07-03,258.9266662597656,267.8500061035156,269.75,263.04998779296875,267.29998779296875,18643235
2024-07-04,261.1500244140625,270.1499938964844,271.45001220703125,265.5,268.04998779296875,12965149
2024-07-05,264.6784362792969,273.79998779296875,274.3999938964844,268.95001220703125,270.0,15355368
2024-07-08,253.60989379882812,262.3500061035156,268.0,261.54998779296875,268.0,22806599
2024-07-09,252.98155212402344,261.70001220703125,264.70001220703125,261.1000061035156,264.29998779296875,13578992
2024-07-10,248.0030975341797,256.54998779296875,263.5,254.5500030517578,263.5,18117284
2024-07-11,248.14813232421875,256.70001220703125,259.04998779296875,255.5500030517578,258.70001220703125,9469388
2024-07-12,242.2513427734375,250.60000610351562,259.1000061035156,250.0500030517578,257.1000061035156,19538619
2024-07-15,249.9364776611328,258.54998779296875,259.29998779296875,250.64999389648438,252.60000610351562,29164529
2024-07-16,249.59815979003906,258.20001220703125,260.8999938964844,256.95001220703125,259.79998779296875,18989023
2024-07-18,246.93975830078125,255.4499969482422,258.8500061035156,254.8000030517578,258.20001220703125,18903883
2024-07-19,242.2513427734375,250.60000610351562,257.25,248.75,256.0,13018805
2024-07-22,244.57138061523438,253.0,256.20001220703125,246.75,249.6999969482422,14680632
2024-07-23,242.73468017578125,251.10000610351562,255.10000610351562,243.85000610351562,255.10000610351562,9028466
2024-07-24,240.6562957763672,248.9499969482422,252.89999389648438,246.0500030517578,252.0,21869220
2024-07-25,237.17623901367188,245.35000610351562,249.10000610351562,244.85000610351562,248.25,16680821
2024-07-26,241.38131713867188,249.6999969482422,250.6999969482422,244.0500030517578,246.0,16144925
2024-07-29,247.374755859375,255.89999389648438,260.75,251.3000030517578,254.0,32691314
2024-07-30,247.71310424804688,256.25,257.95001220703125,254.89999389648438,256.54998779296875,11358547
2024-07-31,245.19972229003906,253.64999389648438,257.3999938964844,251.5,257.3999938964844,17796739
2024-08-01,242.8796844482422,251.25,258.45001220703125,250.25,258.1000061035156,33759802
2024-08-02,235.58120727539062,243.6999969482422,250.0,242.5500030517578,250.0,26445597
2024-08-05,231.9561309814453,239.9499969482422,241.6999969482422,231.25,238.35000610351562,33533629
2024-08-06,231.52113342285156,239.5,246.35000610351562,238.6999969482422,241.5500030517578,22617452
2024-08-07,235.29119873046875,243.39999389648438,244.4499969482422,239.0,243.0,15128074
2024-08-08,233.30950927734375,241.35000610351562,244.75,240.5,243.5,10738946
2024-08-09,237.6595916748047,245.85000610351562,250.1999969482422,242.10000610351562,243.1999969482422,18588035
2024-08-12,236.69290161132812,244.85000610351562,246.9499969482422,242.5,244.0,11628884
2024-08-13,233.6961669921875,241.75,246.5500030517578,241.0,245.0500030517578,10527254
2024-08-14,231.47279357910156,239.4499969482422,243.39999389648438,238.75,241.89999389648438,13196198
2024-08-16,235.33953857421875,243.4499969482422,243.75,240.5,241.5,8039046
2024-08-19,239.109619140625,247.35000610351562,249.4499969482422,243.89999389648438,243.89999389648438,10533731
2024-08-20,245.87640380859375,254.35000610351562,255.0500030517578,246.9499969482422,247.35000610351562,25268902
2024-08-21,244.9580535888672,253.39999389648438,255.39999389648438,251.0500030517578,254.85000610351562,14318532
2024-08-22,245.63473510742188,254.10000610351562,256.79998779296875,253.5,254.35000610351562,11102262
2024-08-23,244.08804321289062,252.5,255.10000610351562,251.8000030517578,254.10000610351562,6941785
2024-08-26,243.02467346191406,251.39999389648438,253.6999969482422,251.0,253.25,12148085
2024-08-27,242.8313446044922,251.1999969482422,252.5,250.10000610351562,251.60000610351562,7571973
2024-08-28,241.5263214111328,249.85000610351562,251.64999389648438,248.0500030517578,251.1999969482422,16568081
2024-08-29,241.47799682617188,249.8000030517578,250.6999969482422,247.64999389648438,249.85000610351562,9988780
2024-08-30,241.76800537109375,250.10000610351562,253.85000610351562,249.64999389648438,250.4499969482422,12909590
2024-09-02,245.44139099121094,253.89999389648438,255.9499969482422,248.10000610351562,251.0,17493446
2024-09-03,242.34800720214844,250.6999969482422,254.64999389648438,250.35000610351562,253.6999969482422,9389384
2024-09-04,235.3878631591797,243.5,249.4499969482422,242.35000610351562,247.9499969482422,17943213
2024-09-05,235.72621154785156,243.85000610351562,245.10000610351562,240.85000610351562,245.0,14160225
2024-09-06,227.99273681640625,235.85000610351562,244.1999969482422,235.0500030517578,243.5,21276104
2024-09-09,227.70272827148438,235.5500030517578,237.1999969482422,231.5,235.85000610351562,15982999
2024-09-10,227.84771728515625,235.6999969482422,237.4499969482422,235.0,237.3000030517578,10135668
2024-09-11,225.04434204101562,232.8000030517578,237.1999969482422,231.75,236.0,11565080
2024-09-12,229.2010955810547,237.10000610351562,237.89999389648438,233.1999969482422,235.0,8287067
2024-09-13,231.47279357910156,239.4499969482422,241.14999389648438,236.6999969482422,238.8000030517578,15452772
2024-09-16,231.1827850341797,239.14999389648438,241.9499969482422,238.5500030517578,240.4499969482422,6992312
2024-09-17,231.52113342285156,239.5,240.64999389648438,238.1999969482422,240.0,6653415
2024-09-18,229.97442626953125,237.89999389648438,240.89999389648438,237.10000610351562,239.0,10071196
2024-09-19,227.99273681640625,235.85000610351562,241.60000610351562,231.0,238.8000030517578,15897092
2024-09-20,227.65438842773438,235.5,239.5,235.0,237.89999389648438,17417523
2024-09-23,236.35455322265625,244.5,245.39999389648438,236.0,237.3000030517578,16696706
2024-09-24,235.4845428466797,243.60000610351562,247.10000610351562,241.89999389648438,244.3000030517578,10357559
2024-09-25,235.0978546142578,243.1999969482422,245.14999389648438,240.5500030517578,243.60000610351562,9323772
2024-09-26,236.98289489746094,245.14999389648438,245.9499969482422,241.6999969482422,244.0,7377443
2024-09-27,241.28465270996094,249.60000610351562,250.0,244.60000610351562,245.1999969482422,21539028
2024-09-30,239.54461669921875,247.8000030517578,251.60000610351562,246.14999389648438,247.5,12929732
2024-10-01,240.61764526367188,248.91000366210938,251.39999389648438,248.10000610351562,250.0,8742175
2024-10-03,236.89588928222656,245.05999755859375,249.77000427246094,243.5,245.7899932861328,13127876
2024-10-04,242.24166870117188,250.58999633789062,255.6999969482422,244.33999633789062,247.72999572753906,41064802
2024-10-07,234.5855255126953,242.6699981689453,253.27999877929688,239.0399932861328,252.0,18620251
2024-10-08,239.00328063964844,247.24000549316406,248.69000244140625,240.85000610351562,243.0,14466416
2024-10-09,238.11392211914062,246.32000732421875,250.5,244.25,248.58999633789062,19792122
2024-10-10,237.85292053222656,246.0500030517578,252.08999633789062,244.88999938964844,247.08999633789062,17374776
2024-10-11,234.34384155273438,242.4199981689453,248.1999969482422,242.1300048828125,246.80999755859375,9419288
2024-10-14,236.40289306640625,244.5500030517578,245.75,242.60000610351562,243.8000030517578,6326914
2024-10-15,235.6875457763672,243.80999755859375,248.13999938964844,242.17999267578125,245.05999755859375,10652623
2024-10-16,236.01620483398438,244.14999389648438,245.58999633789062,242.6999969482422,243.7899932861328,5229639
2024-10-17,233.89918518066406,241.9600067138672,245.19000244140625,239.72999572753906,244.14999389648438,10781332
2024-10-18,239.70895385742188,247.97000122070312,248.75,237.85000610351562,240.64999389648438,10982434
2024-10-21,237.58224487304688,245.77000427246094,251.1999969482422,244.83999633789062,248.0,7677386
2024-10-22,225.8660125732422,233.64999389648438,245.5,233.10000610351562,245.0,10255996
2024-10-23,230.03244018554688,237.9600067138672,239.83999633789062,229.25999450683594,233.64999389648438,16390552
2024-10-24,236.61557006835938,244.77000427246094,245.6999969482422,236.3000030517578,236.72999572753906,11899296
2024-10-25,231.54046630859375,239.52000427246094,245.89999389648438,234.25,244.0,13124438
2024-10-28,241.593994140625,249.9199981689453,253.5800018310547,239.89999389648438,240.0,34626442
2024-10-29,246.07940673828125,254.55999755859375,255.0,247.50999450683594,249.89999389648438,15007577
2024-10-30,243.10202026367188,251.47999572753906,256.3900146484375,250.61000061035156,254.6999969482422,13781718
2024-10-31,242.59934997558594,250.9600067138672,254.17999267578125,248.1999969482422,251.4499969482422,7738588
2024-11-01,245.24806213378906,253.6999969482422,254.1999969482422,252.0,252.10000610351562,1782431
2024-11-04,244.2330322265625,252.64999389648438,255.60000610351562,247.5500030517578,253.5,15810287
2024-11-05,249.30813598632812,257.8999938964844,260.0,251.4499969482422,253.6999969482422,16900651
2024-11-06,253.80320739746094,262.54998779296875,264.0,259.1000061035156,260.04998779296875,21915311
2024-11-07,253.99656677246094,262.75,266.3999938964844,261.0,263.0,11833629
2024-11-08,248.05145263671875,256.6000061035156,262.70001220703125,254.14999389648438,262.70001220703125,13569792
2024-11-11,249.74314880371094,258.3500061035156,259.54998779296875,252.8000030517578,256.0,9319722
2024-11-12,244.2813720703125,252.6999969482422,260.5,252.0,259.0,6461353
2024-11-13,235.1945343017578,243.3000030517578,252.85000610351562,241.89999389648438,250.14999389648438,15240064
2024-11-14,233.45449829101562,241.5,246.89999389648438,240.85000610351562,243.4499969482422,6939685
2024-11-18,233.35781860351562,241.39999389648438,243.85000610351562,236.14999389648438,241.5,15402466
2024-11-19,229.29774475097656,237.1999969482422,246.0,236.25,242.5,12811548
2024-11-21,220.88758850097656,228.5,237.39999389648438,219.85000610351562,237.1999969482422,32722184
2024-11-22,228.13772583007812,236.0,238.0,229.0,229.0,16249864
2024-11-25,238.86793518066406,247.10000610351562,248.3000030517578,240.8000030517578,242.0,18985964
2024-11-26,239.25460815429688,247.5,250.0,245.39999389648438,247.10000610351562,5822108
2024-11-27,238.23959350585938,246.4499969482422,249.85000610351562,244.64999389648438,247.5,9255064
2024-11-28,240.7046356201172,249.0,252.0,245.60000610351562,247.4499969482422,12657927
2024-11-29,238.19125366210938,246.39999389648438,250.4499969482422,244.25,249.4499969482422,9029433
2024-12-02,238.200927734375,246.41000366210938,247.5,244.3000030517578,246.0,7689533
2024-12-03,246.0697479248047,254.5500030517578,255.0,247.17999267578125,247.6999969482422,15697277
2024-12-04,251.88919067382812,260.57000732421875,261.70001220703125,254.22000122070312,255.0,16236326
2024-12-05,251.31884765625,259.9800109863281,262.3800048828125,258.54998779296875,260.95001220703125,12264971
2024-12-06,255.78492736816406,264.6000061035156,266.95001220703125,258.0,261.29998779296875,18607200
2024-12-09,254.17056274414062,262.92999267578125,264.79998779296875,261.32000732421875,263.0,9706145
2024-12-10,254.17056274414062,262.92999267578125,264.45001220703125,261.0,263.6000061035156,10964378
2024-12-11,252.08251953125,260.7699890136719,265.0,259.989990234375,262.92999267578125,9109708
2024-12-12,250.56483459472656,259.20001220703125,261.20001220703125,258.0,259.25,8971686
2024-12-13,249.39512634277344,257.989990234375,258.8999938964844,251.11000061035156,258.0,12263775
2024-12-16,250.4488067626953,259.0799865722656,259.6000061035156,256.5400085449219,256.6400146484375,5025258
2024-12-17,247.46177673339844,255.99000549316406,259.29998779296875,253.60000610351562,257.510009765625,8889901
2024-12-18,242.31900024414062,250.6699981689453,255.8000030517578,249.72999572753906,254.25,9707392
2024-12-19,240.03762817382812,248.30999755859375,251.0,244.85000610351562,246.0,6211727
2024-12-20,232.57481384277344,240.58999633789062,249.99000549316406,237.77000427246094,248.0,10949542
2024-12-23,238.04624938964844,246.25,247.3000030517578,239.0500030517578,241.05999755859375,11064641
2024-12-24,236.78956604003906,244.9499969482422,247.67999267578125,243.2899932861328,245.6999969482422,7643411
2024-12-26,238.4619140625,246.67999267578125,248.6999969482422,244.99000549316406,244.99000549316406,5185131
2024-12-27,236.82823181152344,244.99000549316406,248.2100067138672,244.60000610351562,246.14999389648438,4851649
2024-12-30,232.97116088867188,241.0,247.3000030517578,239.72000122070312,244.0,24354060
2024-12-31,232.53614807128906,240.5500030517578,241.89999389648438,238.05999755859375,240.0,11001016
2025-01-01,233.18382263183594,241.22000122070312,241.77999877929688,238.77000427246094,240.0,4349210
2025-01-02,233.087158203125,241.1199951171875,241.9199981689453,235.0500030517578,240.6999969482422,14134494
2025-01-03,233.58982849121094,241.63999938964844,245.10000610351562,240.8000030517578,242.5,11308123
2025-01-06,220.36558532714844,227.9600067138672,241.38999938964844,227.25,239.1999969482422,29034063
2025-01-07,224.71566772460938,232.4600067138672,233.72000122070312,229.25,230.39999389648438,10569432
2025-01-08,225.1893310546875,232.9499969482422,234.4600067138672,229.91000366210938,232.50999450683594,9535741
2025-01-09,223.34295654296875,231.0399932861328,233.14999389648438,229.6999969482422,231.60000610351562,5382497
2025-01-10,217.89085388183594,225.39999389648438,231.14999389648438,225.0,230.11000061035156,8065484
2025-01-13,210.43772888183594,217.69000244140625,224.42999267578125,216.35000610351562,224.0,14375458
2025-01-14,216.26683044433594,223.72000122070312,226.4499969482422,217.85000610351562,217.85000610351562,10793343
2025-01-15,214.62347412109375,222.02000427246094,225.88999938964844,221.25,224.8800048828125,8409931
2025-01-16,221.22593688964844,228.85000610351562,230.9499969482422,225.0,225.0,13044666
2025-01-17,220.4042510986328,228.0,228.89999389648438,225.83999633789062,227.99000549316406,6060015
2025-01-20,224.38699340820312,232.1199951171875,235.52999877929688,226.80999755859375,229.0,8569679
2025-01-21,221.9606170654297,229.61000061035156,233.39999389648438,228.38999938964844,233.39999389648438,5923042
2025-01-22,220.77159118652344,228.3800048828125,231.10000610351562,223.52000427246094,230.0,9955733
2025-01-23,221.52560424804688,229.16000366210938,231.25,225.52000427246094,227.5,7731880
2025-01-24,217.7071990966797,225.2100067138672,230.00999450683594,224.60000610351562,228.36000061035156,7498269
2025-01-27,212.3034210205078,219.6199951171875,224.8699951171875,218.4499969482422,223.0,7821158
2025-01-28,214.37213134765625,221.75999450683594,225.2899932861328,220.10000610351562,224.5,12792946
2025-01-29,215.17446899414062,222.58999633789062,224.89999389648438,221.07000732421875,222.6999969482422,8514453
2025-01-30,214.98114013671875,222.38999938964844,225.83999633789062,221.69000244140625,223.89999389648438,10812716
2025-01-31,206.28097534179688,213.38999938964844,218.5,211.0500030517578,218.5,50873400
2025-02-01,203.81591796875,210.83999633789062,216.4199981689453,207.61000061035156,216.0,16153674
2025-02-03,201.06088256835938,207.99000549316406,211.08999633789062,206.5500030517578,211.08999633789062,13272380
2025-02-04,205.79763793945312,212.88999938964844,214.5,210.11000061035156,210.5,12129201
2025-02-05,212.6901092529297,220.02000427246094,221.11000061035156,214.1199951171875,215.0,15759413
2025-02-06,212.3904266357422,219.7100067138672,222.5800018310547,218.00999450683594,221.60000610351562,10170330
2025-02-07,209.11337280273438,216.32000732421875,220.82000732421875,215.0500030517578,220.0,9557681
2025-02-10,208.05967712402344,215.22999572753906,217.16000366210938,213.63999938964844,216.5,4292326
2025-02-11,203.75791931152344,210.77999877929688,216.99000549316406,209.5,216.0,5669659
2025-02-12,205.45928955078125,212.5399932861328,214.1999969482422,205.7100067138672,212.89999389648438,8728432
2025-02-13,203.7772674560547,210.8000030517578,214.2100067138672,210.5,212.97999572753906,5986171
2025-02-14,198.32516479492188,205.16000366210938,212.86000061035156,202.25,211.6999969482422,10600160
2025-02-17,200.06520080566406,206.9600067138672,207.4499969482422,200.17999267578125,204.97999572753906,7113238
2025-02-18,199.2241668701172,206.08999633789062,207.2899932861328,203.3000030517578,205.52999877929688,6382336
2025-02-19,201.93089294433594,208.88999938964844,209.88999938964844,203.52000427246094,204.1999969482422,5908141
2025-02-20,206.45498657226562,213.57000732421875,213.9499969482422,207.11000061035156,208.50999450683594,5212633
2025-02-21,203.26492309570312,210.27000427246094,214.9499969482422,209.1300048828125,212.02999877929688,7935366
2025-02-24,201.6795654296875,208.6300048828125,209.4199981689453,206.5,208.0,4609750
2025-02-25,197.94815063476562,204.77000427246094,209.57000732421875,204.35000610351562,208.6300048828125,5449460
2025-02-27,196.41111755371094,203.17999267578125,208.50999450683594,201.77999877929688,207.0,9246629
2025-02-28,190.5046844482422,197.07000732421875,202.0,196.00999450683594,202.0,14293523
2025-03-03,189.38331604003906,195.91000366210938,199.19000244140625,193.0399932861328,198.10000610351562,11080593
2025-03-04,189.39297485351562,195.9199981689453,197.63999938964844,190.6999969482422,194.00999450683594,15521855
2025-03-05,198.38316345214844,205.22000122070312,205.74000549316406,195.88999938964844,195.89999389648438,9984238
2025-03-06,200.25852966308594,207.16000366210938,210.3800048828125,206.24000549316406,207.0,7708374
2025-03-07,199.04049682617188,205.89999389648438,208.10000610351562,204.52000427246094,206.85000610351562,6253445
2025-03-10,197.23280334472656,204.02999877929688,206.83999633789062,203.02999877929688,206.0,9737436
2025-03-11,195.811767578125,202.55999755859375,204.8000030517578,201.39999389648438,203.0,12900521
2025-03-12,195.6571044921875,202.39999389648438,204.8000030517578,201.11000061035156,203.55999755859375,13928062
2025-03-13,198.6731719970703,205.52000427246094,207.9499969482422,202.3000030517578,203.6999969482422,8576303
2025-03-17,198.88583374023438,205.74000549316406,206.99000549316406,204.3000030517578,206.89999389648438,6086364
2025-03-18,198.88583374023438,205.74000549316406,205.74000549316406,205.74000549316406,205.74000549316406,0
2025-03-19,206.63864135742188,213.75999450683594,213.99000549316406,209.4199981689453,210.0,8786037
2025-03-20,208.46568298339844,215.64999389648438,217.75,214.64999389648438,214.64999389648438,8936273
2025-03-21,209.48069763183594,216.6999969482422,217.19000244140625,214.36000061035156,215.60000610351562,9614502
2025-03-24,216.99185180664062,224.47000122070312,225.13999938964844,217.10000610351562,218.6999969482422,13453091
2025-03-25,215.63848876953125,223.07000732421875,225.89999389648438,220.6999969482422,225.89999389648438,9683595
2025-03-26,212.9994354248047,220.33999633789062,225.0,219.52999877929688,223.0,8824925
2025-03-27,223.2849578857422,230.97999572753906,232.0,219.0,219.5,38539990
2025-03-28,220.91659545898438,228.52999877929688,233.75,226.86000061035156,230.97999572753906,12275939
2025-04-01,220.9649200439453,228.5800018310547,231.5399932861328,226.7899932861328,227.9199981689453,5686405
2025-04-02,223.80697631835938,231.52000427246094,232.6699981689453,226.30999755859375,230.0,11817603
2025-04-03,228.89173889160156,236.77999877929688,238.5,228.25,228.25,10557954
2025-04-04,226.51370239257812,234.32000732421875,242.33999633789062,232.8300018310547,238.89999389648438,13578143
2025-04-07,221.71893310546875,229.36000061035156,230.33999633789062,219.0,220.0,13391046
2025-04-08,227.98306274414062,235.83999633789062,236.60000610351562,231.1300048828125,232.0,9329948
2025-04-09,222.54063415527344,230.2100067138672,235.8800048828125,229.0500030517578,235.0,9003748
2025-04-11,224.75433349609375,232.5,234.55999755859375,230.55999755859375,232.52000427246094,7672071
2025-04-15,227.12271118164062,234.9499969482422,236.08999633789062,231.8000030517578,236.0,11313564
2025-04-16,232.7681427001953,240.7899932861328,241.3000030517578,233.3800048828125,234.9499969482422,10650464
2025-04-17,234.72085571289062,242.80999755859375,244.6699981689453,241.0500030517578,241.0500030517578,10250305
2025-04-21,241.1106414794922,249.4199981689453,250.64999389648438,243.0,243.0,13025589
2025-04-22,244.03970336914062,252.4499969482422,257.2799987792969,249.7899932861328,251.00999450683594,15802728
2025-04-23,243.09234619140625,251.47000122070312,253.8000030517578,247.55999755859375,253.8000030517578,12117005
2025-04-24,243.61434936523438,252.00999450683594,255.7899932861328,250.5,250.5,10518406
2025-04-25,238.56825256347656,246.7899932861328,253.75999450683594,245.00999450683594,251.5500030517578,12840481
2025-04-28,244.13636779785156,252.5500030517578,253.4499969482422,246.60000610351562,246.7899932861328,5675324
2025-04-29,244.7840576171875,253.22000122070312,259.44000244140625,251.72999572753906,254.0,13432236
2025-04-30,241.60365295410156,249.92999267578125,252.69000244140625,249.0500030517578,252.0,8286634
2025-05-02,239.34161376953125,247.58999633789062,252.08999633789062,246.32000732421875,249.5,4318300
2025-05-05,240.83030700683594,249.1300048828125,250.7899932861328,247.50999450683594,248.60000610351562,5921479
2025-05-06,216.45050048828125,223.91000366210938,251.60000610351562,221.60000610351562,250.0,53589794
2025-05-07,217.02084350585938,224.5,227.44000244140625,221.25999450683594,223.91000366210938,29513047
2025-05-08,210.03172302246094,217.27000427246094,226.63999938964844,216.0,225.0,18639419
2025-05-09,212.7577667236328,220.08999633789062,220.5,212.5500030517578,212.99000549316406,14465684
2025-05-12,219.29257202148438,226.85000610351562,229.0,224.5,227.0,13866067
2025-05-13,224.99600219726562,232.75,234.17999267578125,226.39999389648438,226.5,13441966
2025-05-14,225.7886962890625,233.57000732421875,235.2899932861328,230.35000610351562,233.94000244140625,7853997
2025-05-15,226.5717010498047,234.3800048828125,235.85000610351562,232.89999389648438,234.5,6356741
2025-05-16,229.02708435058594,236.9199981689453,238.0,234.82000732421875,234.89999389648438,5559444
2025-05-19,231.98513793945312,239.97999572753906,242.8000030517578,236.1999969482422,237.0,10070720
2025-05-20,228.5533905029297,236.42999267578125,242.6999969482422,235.72000122070312,241.97999572753906,11889209
2025-05-21,233.26116943359375,241.3000030517578,241.6999969482422,235.1300048828125,237.0,13019580
2025-05-22,233.19349670410156,241.22999572753906,242.2899932861328,238.0500030517578,239.88999938964844,9266003
2025-05-23,234.9431915283203,243.0399932861328,243.89999389648438,240.77999877929688,241.22999572753906,5933979
2025-05-26,233.4738311767578,241.52000427246094,245.2100067138672,240.8000030517578,244.25,5619161
2025-05-27,233.4641571044922,241.50999450683594,242.50999450683594,237.61000061035156,242.2899932861328,7621172
2025-05-28,234.93353271484375,243.02999877929688,243.5,240.83999633789062,242.0,4536627
2025-05-29,235.13653564453125,243.24000549316406,245.0,241.1999969482422,245.0,9793256
2025-05-30,241.23631286621094,249.5500030517578,251.52999877929688,242.16000366210938,242.7100067138672,18896253
2025-06-02,246.28240966796875,254.77000427246094,256.25,250.1999969482422,251.5,15650468
2025-06-03,245.2093963623047,253.66000366210938,257.8999938964844,250.6999969482422,256.79998779296875,17004787
2025-06-04,246.12774658203125,254.61000061035156,256.1400146484375,251.80999755859375,254.9499969482422,8495549
2025-06-05,242.29000854492188,250.63999938964844,256.0,248.60000610351562,255.0,20759942
2025-06-06,246.17999267578125,246.17999267578125,248.85000610351562,241.0500030517578,243.5,27877160
2025-06-09,248.02000427246094,248.02000427246094,250.17999267578125,246.6199951171875,248.0,11809052
2025-06-10,246.92999267578125,246.92999267578125,249.38999938964844,246.02000427246094,249.38999938964844,6397250
2025-06-11,242.58999633789062,242.58999633789062,246.8000030517578,242.1300048828125,246.0,16318275
2025-06-12,240.66000366210938,240.66000366210938,244.1999969482422,239.1699981689453,243.1999969482422,9393665
2025-06-13,239.22000122070312,239.22000122070312,240.24000549316406,234.80999755859375,235.0,7993912
2025-06-16,240.6199951171875,240.6199951171875,244.9499969482422,236.3000030517578,238.5,7304944
2025-06-17,238.0399932861328,238.0399932861328,242.77999877929688,237.5,240.89999389648438,7272466
2025-06-18,236.50999450683594,236.50999450683594,239.6300048828125,235.58999633789062,238.0399932861328,6655986
2025-06-19,231.66000366210938,231.66000366210938,236.99000549316406,230.52000427246094,236.50999450683594,12080316
2025-06-20,234.14999389648438,234.14999389648438,236.9499969482422,231.3000030517578,231.3000030517578,8178646
2025-06-23,233.85000610351562,233.85000610351562,235.7899932861328,231.88999938964844,231.99000549316406,5706955
2025-06-24,237.82000732421875,237.82000732421875,240.60000610351562,236.0,236.0,6407993
2025-06-25,239.05999755859375,239.05999755859375,240.97999572753906,238.0,238.89999389648438,4912539
2025-06-26,239.33999633789062,239.33999633789062,240.0,235.11000061035156,239.5500030517578,8947066
2025-06-27,241.3300018310547,241.3300018310547,245.08999633789062,239.0,239.0,16042284
2025-06-30,248.77999877929688,248.77999877929688,249.67999267578125,242.30999755859375,242.4499969482422,19051358
2025-07-01,247.5399932861328,247.5399932861328,249.38999938964844,243.52000427246094,248.7899932861328,12791194
2025-07-02,243.0500030517578,243.0500030517578,247.77999877929688,242.0,247.77999877929688,16461168
2025-07-03,242.32000732421875,242.32000732421875,244.6999969482422,241.22999572753906,243.89999389648438,6572424
2025-07-04,240.77999877929688,240.77999877929688,243.5399932861328,239.25,243.24000549316406,11400183
2025-07-07,241.08999633789062,241.08999633789062,245.0,240.11000061035156,240.89999389648438,8397404
2025-07-08,239.75999450683594,239.75999450683594,242.27000427246094,238.39999389648438,242.0,5872650
2025-07-09,241.1300048828125,241.1300048828125,242.10000610351562,239.38999938964844,240.0,5927854
2025-07-10,238.83999633789062,238.83999633789062,241.89999389648438,238.3000030517578,241.0,4169988
2025-07-11,237.44000244140625,237.44000244140625,240.47000122070312,236.00999450683594,238.0,6155645
2025-07-14,240.9199981689453,240.9199981689453,241.8000030517578,236.44000244140625,237.44000244140625,5818162
2025-07-15,244.32000732421875,244.32000732421875,245.2899932861328,240.74000549316406,241.10000610351562,7854584
2025-07-16,249.0800018310547,249.0800018310547,250.5,243.10000610351562,243.10000610351562,13157847
