Date,Adj Close,Close,High,Low,Open,Volume
,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS,ICICIPRULI.NS
2024-02-08,519.2730712890625,520.5,533.7000122070312,518.6500244140625,532.0,1481895
2024-02-09,520.2208862304688,521.4500122070312,522.9500122070312,510.5,520.5,1022445
2024-02-12,503.2609558105469,504.45001220703125,521.5999755859375,502.54998779296875,521.4500122070312,1076797
2024-02-13,510.693359375,511.8999938964844,513.7999877929688,497.29998779296875,504.45001220703125,2357148
2024-02-14,507.6007080078125,508.79998779296875,510.0,502.0,507.95001220703125,1200533
2024-02-15,503.909423828125,505.1000061035156,511.1000061035156,503.6000061035156,508.1499938964844,2299680
2024-02-16,510.843017578125,512.0499877929688,516.0,505.6000061035156,509.6000061035156,973728
2024-02-19,513.48681640625,514.7000122070312,517.5499877929688,509.0,514.0,912455
2024-02-20,520.42041015625,521.6500244140625,523.2999877929688,509.6499938964844,513.5,1540086
2024-02-21,518.8740234375,520.0999755859375,526.4000244140625,518.6500244140625,522.0,2221389
2024-02-22,517.128173828125,518.3499755859375,520.0,515.0,516.8499755859375,762141
2024-02-23,521.6175537109375,522.8499755859375,525.0,515.25,522.5999755859375,1623839
2024-02-26,521.866943359375,523.0999755859375,528.2000122070312,520.4500122070312,522.8499755859375,1081969
2024-02-27,517.626953125,518.8499755859375,539.7000122070312,516.9000244140625,524.0,2929679
2024-02-28,522.0665283203125,523.2999877929688,530.4000244140625,520.0,520.0,1315159
2024-02-29,531.3944702148438,532.6500244140625,534.0,518.2000122070312,525.9000244140625,3016612
2024-03-01,538.178466796875,539.4500122070312,546.5999755859375,534.0,539.0,1851853
2024-03-04,545.6607666015625,546.9500122070312,558.7000122070312,533.9500122070312,539.5,2531138
2024-03-05,552.3948364257812,553.7000122070312,558.0,539.9500122070312,547.75,3876200
2024-03-06,575.4902954101562,576.8499755859375,579.8499755859375,549.3499755859375,555.0,6081088
2024-03-07,582.2243041992188,583.5999755859375,595.0,563.6500244140625,576.0,2970921
2024-03-11,598.885009765625,600.2999877929688,614.7000122070312,567.9000244140625,595.0,8749894
2024-03-12,599.0845336914062,600.5,606.9000244140625,592.1500244140625,601.0499877929688,3065065
2024-03-13,572.1980590820312,573.5499877929688,604.4000244140625,567.0,602.2000122070312,3112506
2024-03-14,571.35009765625,572.7000122070312,581.5499877929688,561.25,572.0499877929688,3124841
2024-03-15,566.4117431640625,567.75,579.0,563.0,572.7999877929688,2356414
2024-03-18,564.5161743164062,565.8499755859375,569.0,559.7000122070312,569.0,1279804
2024-03-19,548.3045043945312,549.5999755859375,567.5,545.8499755859375,565.5499877929688,2176263
2024-03-20,559.0291748046875,560.3499755859375,565.5999755859375,550.0,550.0,1879361
2024-03-21,578.8822631835938,580.25,584.0,556.5,560.7999877929688,1932166
2024-03-22,580.4784545898438,581.8499755859375,588.75,573.6500244140625,578.8499755859375,1231241
2024-03-26,598.4859619140625,599.9000244140625,605.9500122070312,588.0,588.0,4000040
2024-03-27,597.6878662109375,599.0999755859375,604.9000244140625,593.0,599.9000244140625,1460193
2024-03-28,607.2153930664062,608.6500244140625,614.0,596.5999755859375,598.9500122070312,1328162
2024-04-01,614.647705078125,616.0999755859375,627.0,610.0,610.0,1936435
2024-04-02,621.8307495117188,623.2999877929688,626.7000122070312,617.2000122070312,618.4000244140625,2577155
2024-04-03,619.286865234375,620.75,625.0999755859375,617.0,623.0,1578089
2024-04-04,604.3222045898438,605.75,621.0,602.5499877929688,620.0499877929688,2118902
2024-04-05,618.53857421875,620.0,630.0,606.0,609.7000122070312,5123577
2024-04-08,627.2180786132812,628.7000122070312,634.0,612.6500244140625,623.4000244140625,2241262
2024-04-09,623.7761840820312,625.25,633.4500122070312,620.6500244140625,629.4000244140625,1432457
2024-04-10,625.8712768554688,627.3499755859375,630.5999755859375,621.0,627.9000244140625,1353231
2024-04-12,627.5173950195312,629.0,640.8499755859375,624.2000122070312,625.8499755859375,2028403
2024-04-15,614.8971557617188,616.3499755859375,624.75,605.0999755859375,621.0,888398
2024-04-16,607.065673828125,608.5,619.7999877929688,604.75,614.0,672758
2024-04-18,601.079833984375,602.5,614.5,597.4500122070312,605.4000244140625,2528859
2024-04-19,586.763671875,588.1500244140625,595.0,578.5999755859375,589.0,1813605
2024-04-22,578.93212890625,580.2999877929688,591.5499877929688,577.5,589.9500122070312,796586
2024-04-23,592.4501953125,593.8499755859375,599.0,576.0,581.8499755859375,3049206
2024-04-24,574.2931518554688,575.6500244140625,582.3499755859375,556.75,558.0,7351418
2024-04-25,562.8202514648438,564.1500244140625,578.3499755859375,560.0,572.0,3477293
2024-04-26,564.915283203125,566.25,577.9000244140625,563.5,564.0,1331995
2024-04-29,558.5802612304688,559.9000244140625,573.75,552.25,568.25,2751497
2024-04-30,571.5496215820312,572.9000244140625,579.7999877929688,560.4000244140625,564.0,4170361
2024-05-02,575.1909790039062,576.5499877929688,582.0,571.0499877929688,572.9000244140625,1417126
2024-05-03,575.3406372070312,576.7000122070312,585.0,572.75,576.5499877929688,1420649
2024-05-06,572.9462890625,574.2999877929688,583.0999755859375,568.7999877929688,580.7999877929688,594551
2024-05-07,576.4380493164062,577.7999877929688,580.0,566.0,575.0499877929688,1156835
2024-05-08,585.6163940429688,587.0,588.5499877929688,572.0,577.5,827743
2024-05-09,576.886962890625,578.25,588.0,567.8499755859375,588.0,1306379
2024-05-10,590.3551635742188,591.75,593.8499755859375,577.5499877929688,580.0,1276601
2024-05-13,595.89208984375,597.2999877929688,599.7000122070312,587.4000244140625,593.0,2220073
2024-05-14,595.7923583984375,597.2000122070312,604.6500244140625,593.8499755859375,597.3499755859375,1714170
2024-05-15,575.6898193359375,577.0499877929688,598.9000244140625,574.4500122070312,598.9000244140625,1268460
2024-05-16,588.6591796875,590.0499877929688,591.7999877929688,581.4000244140625,583.0,857053
2024-05-17,588.808837890625,590.2000122070312,593.75,586.3499755859375,589.0499877929688,2190530
2024-05-21,578.8323974609375,580.2000122070312,592.7000122070312,576.0,589.7000122070312,1534804
2024-05-22,576.0390625,577.4000244140625,582.25,573.2999877929688,580.25,1382865
2024-05-23,583.6709594726562,585.0499877929688,585.9000244140625,578.0,578.0,714284
2024-05-24,578.134033203125,579.5,588.8499755859375,576.5,585.5,584410
2024-05-27,571.5496215820312,572.9000244140625,583.5,570.7999877929688,579.5,824317
2024-05-28,581.1768188476562,582.5499877929688,586.9500122070312,573.0,573.0,2117884
2024-05-29,554.8889770507812,556.2000122070312,580.0,553.5999755859375,579.3499755859375,6677580
2024-05-30,547.6560668945312,548.9500122070312,562.9500122070312,544.0,556.0,2669270
2024-05-31,544.164306640625,545.4500122070312,554.2000122070312,543.2999877929688,554.0,2422230
2024-06-03,550.7487182617188,552.0499877929688,561.9500122070312,548.0,560.0,1363318
2024-06-04,541.620361328125,542.9000244140625,558.2000122070312,515.4500122070312,552.0999755859375,3324127
2024-06-05,561.2738647460938,562.5999755859375,566.0,540.0999755859375,540.0999755859375,789781
2024-06-06,562.2715454101562,563.5999755859375,568.75,561.5499877929688,563.0999755859375,777374
2024-06-07,570.0531616210938,571.4000244140625,572.9000244140625,560.7000122070312,567.0,645153
2024-06-10,579.6305541992188,581.0,586.0,567.0999755859375,571.75,1777038
2024-06-11,580.279052734375,581.6500244140625,588.2999877929688,575.3499755859375,587.0,1992856
2024-06-12,578.3834838867188,579.75,583.7000122070312,578.0,581.6500244140625,681075
2024-06-13,595.3609619140625,596.1500244140625,598.5999755859375,573.7999877929688,588.0,3722751
2024-06-14,612.8877563476562,613.7000122070312,622.0,594.0,599.0,2947635
2024-06-18,605.996826171875,606.7999877929688,620.6500244140625,601.4000244140625,615.0,2005317
2024-06-19,601.0534057617188,601.8499755859375,611.5499877929688,599.9500122070312,610.0,1695120
2024-06-20,604.6985473632812,605.5,607.0,596.5999755859375,604.0,1287329
2024-06-21,603.6000366210938,604.4000244140625,610.5499877929688,601.0,606.9500122070312,1239416
2024-06-24,604.5987548828125,605.4000244140625,610.0,594.7999877929688,603.0,1872998
2024-06-25,599.5553588867188,600.3499755859375,610.8499755859375,593.4500122070312,606.0,1938716
2024-06-26,595.7105102539062,596.5,617.75,595.5,602.0,1949691
2024-06-27,598.8563232421875,599.6500244140625,604.3499755859375,594.25,596.2000122070312,1353187
2024-06-28,604.8983154296875,605.7000122070312,610.8499755859375,598.0499877929688,599.6500244140625,1685280
2024-07-01,615.8837890625,616.7000122070312,624.9500122070312,601.2000122070312,602.9500122070312,1329399
2024-07-02,619.5288696289062,620.3499755859375,631.5,601.4500122070312,621.4500122070312,5605015
2024-07-03,633.5603637695312,634.4000244140625,637.9000244140625,617.3499755859375,624.7000122070312,2493092
2024-07-04,632.611572265625,633.4500122070312,643.75,630.9500122070312,639.4000244140625,1524230
2024-07-05,642.14892578125,643.0,644.8499755859375,631.2999877929688,634.0,620866
2024-07-08,635.5076904296875,636.3499755859375,643.6500244140625,628.5999755859375,641.5999755859375,1426044
2024-07-09,645.644287109375,646.5,652.4000244140625,635.0499877929688,638.5,2579594
2024-07-10,659.8754272460938,660.75,673.7000122070312,637.5,647.0499877929688,5187432
2024-07-11,652.4852294921875,653.3499755859375,664.2000122070312,650.2999877929688,661.0999755859375,1902488
2024-07-12,650.2881469726562,651.1500244140625,657.2000122070312,649.4500122070312,653.0,699764
2024-07-15,653.384033203125,654.25,661.5999755859375,650.25,652.5,690148
2024-07-16,653.48388671875,654.3499755859375,662.75,639.5499877929688,654.3499755859375,2086000
2024-07-18,653.9332885742188,654.7999877929688,657.0,640.1500244140625,648.5,1388472
2024-07-19,642.5484619140625,643.4000244140625,652.9500122070312,637.5,651.0,1283956
2024-07-22,632.9611206054688,633.7999877929688,644.5,631.0,640.0499877929688,1385767
2024-07-23,637.5550537109375,638.4000244140625,642.75,611.25,636.9500122070312,2765631
2024-07-24,693.3311157226562,694.25,697.5,634.9500122070312,635.0,9280093
2024-07-25,700.771240234375,701.7000122070312,703.8499755859375,685.0499877929688,690.0,2873383
2024-07-26,723.9405517578125,724.9000244140625,731.4500122070312,701.5999755859375,702.7999877929688,3800832
2024-07-29,718.0982666015625,719.0499877929688,729.1500244140625,716.0,724.9000244140625,898295
2024-07-30,722.8919067382812,723.8499755859375,733.3499755859375,698.0499877929688,722.7999877929688,2695889
2024-07-31,734.9759521484375,735.9500122070312,739.5999755859375,719.5499877929688,723.8499755859375,971621
2024-08-01,733.7276000976562,734.7000122070312,742.2000122070312,730.5499877929688,735.7000122070312,1988202
2024-08-02,727.6356201171875,728.5999755859375,739.0,725.0,731.7999877929688,1512837
2024-08-05,713.2546997070312,714.2000122070312,725.8499755859375,705.0,705.0,2269484
2024-08-06,699.1234130859375,700.0499877929688,726.9000244140625,697.3499755859375,718.0,1350870
2024-08-07,725.0889892578125,726.0499877929688,728.5,705.0,708.25,1472564
2024-08-08,737.67236328125,738.6500244140625,744.0,717.0499877929688,722.5499877929688,1931611
2024-08-09,738.2715454101562,739.25,746.6500244140625,735.75,741.0999755859375,1246603
2024-08-12,727.7854614257812,728.75,741.0,726.2000122070312,731.0999755859375,1376694
2024-08-13,723.34130859375,724.2999877929688,739.2999877929688,720.2999877929688,730.0,1166273
2024-08-14,717.2493896484375,718.2000122070312,728.5499877929688,715.0,725.5999755859375,639172
2024-08-16,719.096923828125,720.0499877929688,722.5,702.6500244140625,711.0,2069373
2024-08-19,719.096923828125,720.0499877929688,724.5,714.5499877929688,720.0,472715
2024-08-20,741.5172119140625,742.5,748.2999877929688,719.4000244140625,719.7999877929688,2867974
2024-08-21,740.4686279296875,741.4500122070312,752.4500122070312,738.9500122070312,748.5499877929688,2726706
2024-08-22,732.02978515625,733.0,748.8499755859375,731.2999877929688,744.8499755859375,1634542
2024-08-23,730.981201171875,731.9500122070312,741.1500244140625,728.2000122070312,734.8499755859375,1079889
2024-08-26,722.292724609375,723.25,732.0,715.4500122070312,732.0,1397958
2024-08-27,743.1651000976562,744.1500244140625,747.8499755859375,721.0,723.2999877929688,3156537
2024-08-28,743.6144409179688,744.5999755859375,750.6500244140625,736.0999755859375,741.0,1750966
2024-08-29,741.3175048828125,742.2999877929688,754.2000122070312,738.4500122070312,740.0999755859375,1080111
2024-08-30,752.1531982421875,753.1500244140625,754.75,738.5,742.0,1838816
2024-09-02,752.4527587890625,753.4500122070312,759.0,748.7999877929688,755.0,945318
2024-09-03,762.689208984375,763.7000122070312,765.5499877929688,746.0499877929688,755.2000122070312,1757723
2024-09-04,768.3316650390625,769.3499755859375,771.4000244140625,755.7999877929688,760.5,1065130
2024-09-05,757.046630859375,758.0499877929688,772.9000244140625,756.0,772.9000244140625,1346555
2024-09-06,749.656494140625,750.6500244140625,760.2999877929688,748.0499877929688,757.0,812409
2024-09-09,757.1465454101562,758.1500244140625,766.7000122070312,749.4000244140625,749.9000244140625,1208039
2024-09-10,745.0126342773438,746.0,756.7000122070312,740.3499755859375,755.0,1528123
2024-09-11,749.9061279296875,750.9000244140625,759.1500244140625,741.7000122070312,746.0,1481524
2024-09-12,754.6498413085938,755.6500244140625,762.2000122070312,748.7999877929688,752.4000244140625,728253
2024-09-13,754.2503662109375,755.25,764.75,752.8499755859375,757.0,930947
2024-09-16,748.907470703125,749.9000244140625,756.7999877929688,745.5499877929688,751.2000122070312,509408
2024-09-17,749.00732421875,750.0,753.0,742.8499755859375,749.0,1012567
2024-09-18,749.656494140625,750.6500244140625,760.9000244140625,745.0,753.0,831311
2024-09-19,754.1005249023438,755.0999755859375,765.4500122070312,748.0499877929688,749.0,1508403
2024-09-20,766.9835205078125,768.0,770.9000244140625,755.0,758.7999877929688,1602126
2024-09-23,790.0029907226562,791.0499877929688,793.0,766.0,768.0,1326368
2024-09-24,774.67333984375,775.7000122070312,795.0,767.2000122070312,790.2999877929688,1308591
2024-09-25,772.6260375976562,773.6500244140625,775.9500122070312,761.5,772.7999877929688,1359054
2024-09-26,781.1647338867188,782.2000122070312,788.5999755859375,766.9500122070312,773.6500244140625,1233639
2024-09-27,788.4550170898438,789.5,794.0,770.0,770.0,1986359
2024-09-30,779.117431640625,780.1500244140625,793.7999877929688,777.25,793.7999877929688,801207
2024-10-01,766.1845703125,767.2000122070312,796.7999877929688,763.5499877929688,780.1500244140625,1138660
2024-10-03,756.4474487304688,757.4500122070312,765.0,748.9500122070312,762.0499877929688,722266
2024-10-04,754.7496948242188,755.75,770.6500244140625,751.75,757.4500122070312,1002583
2024-10-07,743.9639892578125,744.9500122070312,760.4500122070312,739.2000122070312,755.75,629532
2024-10-08,741.6170654296875,742.5999755859375,748.0,726.2000122070312,744.0,1690785
2024-10-09,754.6498413085938,755.6500244140625,764.4500122070312,740.25,747.0,1429943
2024-10-10,744.6130981445312,745.5999755859375,761.6500244140625,743.0,756.1500244140625,375514
2024-10-11,741.567138671875,742.5499877929688,749.0,732.25,745.3499755859375,980855
2024-10-14,738.1716918945312,739.1500244140625,744.5,731.5499877929688,742.3499755859375,721738
2024-10-15,732.77880859375,733.75,759.4500122070312,728.0499877929688,741.6500244140625,1645712
2024-10-16,744.4134521484375,745.4000244140625,754.5999755859375,733.5999755859375,733.5999755859375,1139316
2024-10-17,734.177001953125,735.1500244140625,753.4000244140625,731.5999755859375,745.4000244140625,734313
2024-10-18,744.3634643554688,745.3499755859375,748.5999755859375,723.1500244140625,732.0499877929688,410104
2024-10-21,748.6078491210938,749.5999755859375,755.3499755859375,742.4000244140625,748.4500122070312,588290
2024-10-22,730.0823974609375,731.0499877929688,761.3499755859375,728.5499877929688,750.7000122070312,1428918
2024-10-23,745.4620361328125,746.4500122070312,759.8499755859375,701.2000122070312,701.2000122070312,1719740
2024-10-24,766.9835205078125,768.0,776.8499755859375,744.6500244140625,747.0,1290728
2024-10-25,741.8667602539062,742.8499755859375,774.5,730.6500244140625,772.7999877929688,1761993
2024-10-28,748.5579223632812,749.5499877929688,754.5999755859375,735.7000122070312,740.5,596587
2024-10-29,767.3829956054688,768.4000244140625,773.9000244140625,732.4500122070312,749.5499877929688,1387142
2024-10-30,746.560546875,747.5499877929688,768.0,745.7000122070312,766.5,956924
2024-10-31,740.0192260742188,741.0,756.0,736.4000244140625,747.75,602669
2024-11-01,743.9639892578125,744.9500122070312,750.0,738.0999755859375,738.0999755859375,69849
2024-11-04,734.8261108398438,735.7999877929688,744.7999877929688,730.0499877929688,744.0,653599
2024-11-05,731.1809692382812,732.1500244140625,738.9500122070312,702.2999877929688,732.5,1932380
2024-11-06,715.302001953125,716.25,733.9000244140625,713.0,731.5,864875
2024-11-07,712.9051513671875,713.8499755859375,721.25,711.75,721.25,510043
2024-11-08,709.4097900390625,710.3499755859375,719.9500122070312,707.8499755859375,709.1500244140625,489019
2024-11-11,703.3677978515625,704.2999877929688,711.3499755859375,699.0499877929688,706.0,507892
2024-11-12,701.1707153320312,702.0999755859375,711.25,698.25,704.7000122070312,1105532
2024-11-13,687.08935546875,688.0,701.1500244140625,685.0,692.25,562534
2024-11-14,692.9815673828125,693.9000244140625,699.4500122070312,688.0499877929688,689.7999877929688,542297
2024-11-18,692.2825317382812,693.2000122070312,698.75,683.0,687.0,509365
2024-11-19,684.2930908203125,685.2000122070312,695.9500122070312,668.2999877929688,695.0,2346510
2024-11-21,677.65185546875,678.5499877929688,688.6500244140625,676.0,680.0,385143
2024-11-22,686.2904663085938,687.2000122070312,695.0,671.0,676.0,358244
2024-11-25,686.7398681640625,687.6500244140625,699.4500122070312,685.5499877929688,692.2000122070312,1582428
2024-11-26,690.3350830078125,691.25,697.9500122070312,685.6500244140625,687.6500244140625,691907
2024-11-27,679.8988647460938,680.7999877929688,691.4000244140625,679.0,690.3499755859375,710254
2024-11-28,690.9342651367188,691.8499755859375,695.5,667.7000122070312,680.0,3444882
2024-11-29,698.7239990234375,699.6500244140625,704.7000122070312,687.5999755859375,690.0,1816684
2024-12-02,690.9842529296875,691.9000244140625,704.0,689.5,690.0,442351
2024-12-03,683.29443359375,684.2000122070312,699.4500122070312,683.0999755859375,695.5,1008762
2024-12-04,674.905517578125,675.7999877929688,691.0,672.9500122070312,687.0,1000350
2024-12-05,673.8070068359375,674.7000122070312,682.2999877929688,663.6500244140625,679.0,840658
2024-12-06,673.956787109375,674.8499755859375,687.2999877929688,671.9500122070312,679.0,1183302
2024-12-09,675.3049926757812,676.2000122070312,680.6500244140625,671.0999755859375,675.0,607213
2024-12-10,680.0986328125,681.0,694.9000244140625,677.2999877929688,684.7000122070312,1296860
2024-12-11,694.4296264648438,695.3499755859375,696.5,682.0,686.7999877929688,771530
2024-12-12,691.0341796875,691.9500122070312,700.0,686.0,697.7999877929688,769708
2024-12-13,684.8423461914062,685.75,692.25,675.5999755859375,688.0499877929688,828354
2024-12-16,678.6006469726562,679.5,691.9500122070312,677.5999755859375,688.0,943853
2024-12-17,669.8621826171875,670.75,684.9000244140625,669.0499877929688,684.9000244140625,1086358
2024-12-18,661.6730346679688,662.5499877929688,673.5499877929688,661.2000122070312,670.0,341519
2024-12-19,658.6270751953125,659.5,661.7000122070312,654.25,658.5,407066
2024-12-20,653.0345458984375,653.9000244140625,664.5,650.0999755859375,664.5,1418236
2024-12-23,648.7401733398438,649.5999755859375,654.4500122070312,643.3499755859375,650.0,850671
2024-12-24,660.6743774414062,661.5499877929688,666.9000244140625,645.0499877929688,649.5999755859375,1226611
2024-12-26,667.2156982421875,668.0999755859375,670.5,658.0499877929688,661.5499877929688,563794
2024-12-27,655.2815551757812,656.1500244140625,669.25,654.7000122070312,668.0,770997
2024-12-30,646.1436157226562,647.0,656.5,643.9000244140625,656.1500244140625,2750493
2024-12-31,653.9832153320312,654.8499755859375,659.9000244140625,643.4500122070312,643.7999877929688,921784
2025-01-01,658.9266967773438,659.7999877929688,675.5999755859375,644.0499877929688,657.0,931601
2025-01-02,661.2236328125,662.0999755859375,666.7999877929688,655.6500244140625,657.0999755859375,1473456
2025-01-03,672.7084350585938,673.5999755859375,677.2999877929688,662.8499755859375,663.2999877929688,1252466
2025-01-06,661.02392578125,661.9000244140625,681.9500122070312,652.7999877929688,676.1500244140625,681886
2025-01-07,661.8228759765625,662.7000122070312,673.0,659.25,659.25,1037686
2025-01-08,652.0857543945312,652.9500122070312,666.8499755859375,652.0,661.0,742877
2025-01-09,645.9938354492188,646.8499755859375,657.1500244140625,644.6500244140625,653.0,790168
2025-01-10,643.6968994140625,644.5499877929688,650.7000122070312,632.4000244140625,645.4000244140625,997606
2025-01-13,635.6076049804688,636.4500122070312,653.0,633.0,642.0,770365
2025-01-14,641.3001098632812,642.1500244140625,644.25,632.7000122070312,636.4500122070312,503856
2025-01-15,632.2120971679688,633.0499877929688,642.7999877929688,628.6500244140625,642.7999877929688,2420045
2025-01-16,650.537841796875,651.4000244140625,666.9500122070312,639.5499877929688,642.0,3851915
2025-01-17,644.8953247070312,645.75,650.0,634.3499755859375,648.1500244140625,1602885
2025-01-20,640.451171875,641.2999877929688,654.4500122070312,631.2000122070312,654.4500122070312,614141
2025-01-21,634.7088012695312,635.5499877929688,651.9500122070312,633.25,645.2000122070312,737092
2025-01-22,597.2584228515625,598.0499877929688,620.0,572.0,620.0,13189131
2025-01-23,593.9129028320312,594.7000122070312,603.4000244140625,590.5499877929688,595.0,889946
2025-01-24,589.7184448242188,590.5,600.8499755859375,586.9000244140625,595.0,1567073
2025-01-27,588.2703247070312,589.0499877929688,590.3499755859375,582.25,589.4500122070312,411561
2025-01-28,599.5054321289062,600.2999877929688,603.5499877929688,585.6500244140625,589.0499877929688,636251
2025-01-29,605.996826171875,606.7999877929688,611.3499755859375,598.9500122070312,603.0,760118
2025-01-30,610.5907592773438,611.4000244140625,617.0,601.0499877929688,607.0,555935
2025-01-31,615.1846923828125,616.0,620.9500122070312,607.5999755859375,610.0,536251
2025-02-01,605.1979370117188,606.0,643.2000122070312,569.0,613.1500244140625,3451517
2025-02-03,603.8497314453125,604.6500244140625,618.9000244140625,600.2999877929688,605.9500122070312,1011490
2025-02-04,606.1466674804688,606.9500122070312,611.4500122070312,600.0,609.0,925652
2025-02-05,604.4489135742188,605.25,614.7000122070312,602.5499877929688,609.4000244140625,750646
2025-02-06,599.1559448242188,599.9500122070312,609.8499755859375,597.9000244140625,606.0,596337
2025-02-07,599.2557983398438,600.0499877929688,605.5999755859375,592.0499877929688,603.0,1046797
2025-02-10,587.0718994140625,587.8499755859375,608.9500122070312,585.1500244140625,603.0,649320
2025-02-11,574.0391845703125,574.7999877929688,590.7999877929688,569.5499877929688,587.8499755859375,498876
2025-02-12,579.0325927734375,579.7999877929688,589.0,563.4500122070312,575.0,927101
2025-02-13,590.0679321289062,590.8499755859375,594.4000244140625,578.8499755859375,579.7999877929688,772099
2025-02-14,581.6790771484375,582.4500122070312,597.75,580.0,593.3499755859375,712329
2025-02-17,574.4386596679688,575.2000122070312,581.9500122070312,567.9000244140625,580.0,994049
2025-02-18,572.4413452148438,573.2000122070312,578.2000122070312,566.2000122070312,572.2000122070312,720799
2025-02-19,575.2376098632812,576.0,579.6500244140625,568.25,570.6500244140625,1120833
2025-02-20,574.0391845703125,574.7999877929688,580.3499755859375,572.5499877929688,575.8499755859375,1009089
2025-02-21,573.240234375,574.0,579.4000244140625,570.0499877929688,574.0999755859375,1574753
2025-02-24,565.6503295898438,566.4000244140625,573.0,563.4000244140625,571.0,317787
2025-02-25,565.949951171875,566.7000122070312,569.5,560.0999755859375,566.0,583632
2025-02-27,559.0091552734375,559.75,571.9000244140625,555.25,565.0,1802194
2025-02-28,550.869873046875,551.5999755859375,574.75,548.2999877929688,560.0499877929688,1996851
2025-03-03,553.5164184570312,554.25,556.9500122070312,544.1500244140625,552.0999755859375,1250103
2025-03-04,547.0250244140625,547.75,554.0499877929688,543.4000244140625,553.75,1854779
2025-03-05,549.3219604492188,550.0499877929688,557.0,545.0,545.0,2864688
2025-03-06,549.421875,550.1500244140625,558.4500122070312,547.9000244140625,555.0,1050646
2025-03-07,548.8226318359375,549.5499877929688,554.7000122070312,545.0,550.0999755859375,1063618
2025-03-10,543.9291381835938,544.6500244140625,554.0499877929688,542.0,552.4000244140625,883327
2025-03-11,545.4271240234375,546.1500244140625,548.7999877929688,535.0999755859375,542.0,1049509
2025-03-12,544.1788330078125,544.9000244140625,547.7000122070312,535.25,544.0,1372563
2025-03-13,535.8897705078125,536.5999755859375,550.0,535.0,550.0,429559
2025-03-17,547.923828125,548.6500244140625,550.7999877929688,537.0,537.0499877929688,701993
2025-03-18,547.923828125,548.6500244140625,548.6500244140625,548.6500244140625,548.6500244140625,0
2025-03-19,562.2548217773438,563.0,565.75,552.25,553.2000122070312,1449130
2025-03-20,577.4346923828125,578.2000122070312,581.8499755859375,565.0,565.0,863268
2025-03-21,580.6304931640625,581.4000244140625,584.4000244140625,576.5999755859375,579.6500244140625,1122260
2025-03-24,596.0599975585938,596.8499755859375,600.9000244140625,580.7999877929688,582.0999755859375,1434961
2025-03-25,591.4661254882812,592.25,606.25,587.5999755859375,601.0,1162392
2025-03-26,587.9707641601562,588.75,599.5,583.2000122070312,592.25,889494
2025-03-27,590.6172485351562,591.4000244140625,594.4500122070312,580.4000244140625,585.0,2778093
2025-03-28,563.60302734375,564.3499755859375,593.7999877929688,560.8499755859375,589.2000122070312,1919467
2025-04-01,568.2968139648438,569.0499877929688,573.1500244140625,560.5,564.0,1214007
2025-04-02,562.6043090820312,563.3499755859375,570.5999755859375,557.5999755859375,569.6500244140625,1334457
2025-04-03,562.10498046875,562.8499755859375,567.0499877929688,559.5499877929688,563.4500122070312,2803358
2025-04-04,556.06298828125,556.7999877929688,567.8499755859375,553.0,565.7999877929688,521545
2025-04-07,536.1893920898438,536.9000244140625,546.5,525.7999877929688,532.4000244140625,1674902
2025-04-08,556.2627563476562,557.0,560.9500122070312,542.2999877929688,542.9000244140625,1930327
2025-04-09,568.0970458984375,568.8499755859375,572.0,554.0499877929688,557.0,1372096
2025-04-11,552.2181396484375,552.9500122070312,576.0499877929688,550.6500244140625,571.5,3084159
2025-04-15,566.3993530273438,567.1500244140625,572.5499877929688,545.2999877929688,552.9500122070312,3736880
2025-04-16,585.5239868164062,586.2999877929688,602.25,576.1500244140625,581.0,9236976
2025-04-17,594.8616333007812,595.6500244140625,598.9500122070312,579.4500122070312,584.5,1911286
2025-04-21,602.10205078125,602.9000244140625,609.0,591.25,602.0,2265294
2025-04-22,600.1546020507812,600.9500122070312,610.9500122070312,599.25,603.0,1761010
2025-04-23,606.1965942382812,607.0,609.75,590.5499877929688,602.0499877929688,2947373
2025-04-24,601.552734375,602.3499755859375,610.0,600.0,609.0,649984
2025-04-25,595.0114135742188,595.7999877929688,618.5999755859375,585.0,607.0,1861383
2025-04-28,601.8023681640625,602.5999755859375,607.0,590.25,590.25,730997
2025-04-29,604.4489135742188,605.25,609.0999755859375,599.2000122070312,607.0,1032408
2025-04-30,613.5368041992188,614.3499755859375,621.9000244140625,601.2999877929688,603.7999877929688,1238587
2025-05-02,606.64599609375,607.4500122070312,619.6500244140625,606.25,615.0,480487
2025-05-05,611.3897094726562,612.2000122070312,613.7999877929688,605.5999755859375,609.0999755859375,437619
2025-05-06,591.8656005859375,592.6500244140625,616.7000122070312,590.2000122070312,612.2000122070312,451754
2025-05-07,591.2164306640625,592.0,597.25,583.2000122070312,583.2000122070312,548882
2025-05-08,581.629150390625,582.4000244140625,595.75,578.5999755859375,594.4000244140625,601296
2025-05-09,580.4307250976562,581.2000122070312,582.8499755859375,570.9500122070312,571.0,517496
2025-05-12,603.2005615234375,604.0,605.1500244140625,591.0999755859375,592.7999877929688,517861
2025-05-13,602.85107421875,603.6500244140625,610.4500122070312,602.0,607.9000244140625,400154
2025-05-14,607.4449462890625,608.25,609.7999877929688,602.0,605.2000122070312,476527
