Date,Adj Close,Close,High,Low,Open,Volume
2024-01-08,270.2511291503906,278.1499938964844,286.6000061035156,276.3500061035156,286.1000061035156,11033896
2024-01-09,249.02163696289062,256.29998779296875,269.0,240.3000030517578,256.1499938964844,157297159
2024-01-10,252.4222412109375,259.79998779296875,267.79998779296875,256.3999938964844,259.8500061035156,59317188
2024-01-11,244.0178985595703,251.14999389648438,262.3500061035156,250.0,261.0,19043312
2024-01-12,242.85195922851562,249.9499969482422,257.20001220703125,248.4499969482422,253.60000610351562,15288111
2024-01-15,235.905029296875,242.8000030517578,252.75,242.0500030517578,251.9499969482422,17638995
2024-01-16,246.10684204101562,253.3000030517578,254.9499969482422,243.25,243.89999389648438,28921018
2024-01-17,238.868408203125,245.85000610351562,257.45001220703125,245.0,248.60000610351562,19673798
2024-01-18,241.1516571044922,248.1999969482422,264.0,233.60000610351562,245.85000610351562,55813937
2024-01-19,228.32652282714844,235.0,253.0,229.0500030517578,251.5,73034564
2024-01-23,151.5213623046875,155.9499969482422,208.3000030517578,152.5,208.3000030517578,228434365
2024-01-24,161.62603759765625,166.35000610351562,170.39999389648438,158.0,158.0,146400155
2024-01-25,158.5654754638672,163.1999969482422,168.0,158.10000610351562,167.0,38211764
2024-01-29,157.1566619873047,161.75,167.89999389648438,161.0500030517578,164.0,29686724
2024-01-30,166.04681396484375,170.89999389648438,176.3000030517578,161.3000030517578,162.89999389648438,60085292
2024-01-31,168.18435668945312,173.10000610351562,174.39999389648438,167.5,172.0,16230285
2024-02-01,165.70677185058594,170.5500030517578,177.1999969482422,169.3000030517578,177.14999389648438,12092548
2024-02-02,167.99002075195312,172.89999389648438,179.0,169.6999969482422,173.0,31839130
2024-02-05,172.9451904296875,178.0,181.60000610351562,175.3000030517578,178.1999969482422,26473589
2024-02-06,170.8076629638672,175.8000030517578,181.1999969482422,174.5500030517578,178.0,18508957
2024-02-07,177.1716766357422,182.35000610351562,184.14999389648438,178.14999389648438,178.14999389648438,28616071
2024-02-08,187.81069946289062,193.3000030517578,195.0,184.64999389648438,185.0,45808076
2024-02-09,197.4781494140625,203.25,206.39999389648438,185.25,195.0,69898250
2024-02-12,182.56405639648438,187.89999389648438,209.6999969482422,185.5500030517578,206.0,30673450
2024-02-13,183.29275512695312,188.64999389648438,190.8000030517578,180.0,188.1999969482422,17661292
2024-02-14,194.51475524902344,200.1999969482422,202.85000610351562,180.3000030517578,183.0,36486252
2024-02-15,182.56405639648438,187.89999389648438,203.39999389648438,186.4499969482422,203.39999389648438,22513855
2024-02-16,178.5319061279297,183.75,190.89999389648438,182.5,188.0,16202833
2024-02-19,173.4309844970703,178.5,185.39999389648438,177.6999969482422,184.0,17690102
2024-02-20,187.1791534423828,192.64999389648438,205.25,184.0,186.0,85302095
2024-02-21,159.92572021484375,164.60000610351562,176.25,163.75,173.39999389648438,106831188
2024-02-22,163.37490844726562,168.14999389648438,169.89999389648438,163.39999389648438,165.8000030517578,29874674
2024-02-23,168.52439880371094,173.4499969482422,177.1999969482422,169.10000610351562,170.60000610351562,27251454
2024-02-26,166.48403930664062,171.35000610351562,176.9499969482422,170.39999389648438,174.5500030517578,11795993
2024-02-27,168.13577270507812,173.0500030517578,176.75,170.75,171.14999389648438,17653282
2024-02-28,157.39955139160156,162.0,174.75,159.35000610351562,173.89999389648438,31725213
2024-02-29,156.37936401367188,160.9499969482422,164.8000030517578,154.5,162.6999969482422,75726897
2024-03-01,150.88983154296875,155.3000030517578,161.9499969482422,154.5,160.0,33783224
2024-03-04,150.5011749267578,154.89999389648438,159.9499969482422,153.8000030517578,159.0,13717476
2024-03-05,150.6469268798828,155.0500030517578,156.89999389648438,153.3000030517578,156.1999969482422,12693564
2024-03-06,149.67530822753906,154.0500030517578,156.3000030517578,150.0,155.5,16147540
2024-03-07,156.03932189941406,160.60000610351562,163.0,152.4499969482422,154.3000030517578,26002110
2024-03-11,151.6185302734375,156.0500030517578,164.39999389648438,155.0,161.10000610351562,16333389
2024-03-12,151.91001892089844,156.35000610351562,161.1999969482422,153.60000610351562,156.89999389648438,19572653
2024-03-13,141.12522888183594,145.25,159.4499969482422,141.6999969482422,157.5,23856313
2024-03-14,142.72836303710938,146.89999389648438,152.5500030517578,145.14999389648438,145.39999389648438,16457230
2024-03-15,137.676025390625,141.6999969482422,149.10000610351562,141.0,146.9499969482422,19414252
2024-03-18,138.89053344726562,142.9499969482422,145.5500030517578,142.0,142.0,10919077
2024-03-19,136.70443725585938,140.6999969482422,144.8000030517578,139.89999389648438,143.3000030517578,10707225
2024-03-20,136.6558380126953,140.64999389648438,143.60000610351562,138.35000610351562,141.89999389648438,15709638
2024-03-21,136.89874267578125,140.89999389648438,143.64999389648438,140.39999389648438,143.1999969482422,10714726
2024-03-22,138.4047393798828,142.4499969482422,144.8000030517578,140.5,140.89999389648438,15330156
2024-03-26,135.2956085205078,139.25,143.1999969482422,138.4499969482422,142.6999969482422,17706163
2024-03-27,137.3359832763672,141.35000610351562,145.60000610351562,139.39999389648438,140.6999969482422,72718298
2024-03-28,134.61549377441406,138.5500030517578,144.64999389648438,138.0,143.0,29308668
2024-04-01,142.92269897460938,147.10000610351562,148.3000030517578,138.9499969482422,141.89999389648438,22815634
2024-04-02,148.99520874023438,153.35000610351562,154.75,147.0500030517578,147.25,37622953
2024-04-03,148.5093994140625,152.85000610351562,157.25,151.85000610351562,155.14999389648438,24627449
2024-04-04,148.70372009277344,153.0500030517578,154.39999389648438,151.6999969482422,153.89999389648438,7924622
2024-04-05,148.02359008789062,152.35000610351562,153.60000610351562,151.1999969482422,153.0,6817653
2024-04-08,145.4488525390625,149.6999969482422,154.89999389648438,148.8000030517578,153.75,7297445
2024-04-09,142.3397216796875,146.5,151.64999389648438,146.10000610351562,151.0,8403197
2024-04-10,146.0318145751953,150.3000030517578,152.35000610351562,145.8000030517578,147.5,13758998
2024-04-12,142.3883056640625,146.5500030517578,150.6999969482422,146.1999969482422,150.3000030517578,6936935
2024-04-15,137.82177734375,141.85000610351562,145.0,141.1999969482422,144.3000030517578,8739745
2024-04-16,143.50564575195312,147.6999969482422,148.85000610351562,141.0500030517578,141.35000610351562,11804053
2024-04-18,140.68800354003906,144.8000030517578,149.75,144.0,149.75,10568960
2024-04-19,138.7933807373047,142.85000610351562,144.3000030517578,141.89999389648438,143.14999389648438,5270773
2024-04-22,138.06468200683594,142.10000610351562,145.0,141.0,144.3000030517578,6108928
2024-04-23,139.47349548339844,143.5500030517578,144.89999389648438,142.1999969482422,142.1999969482422,5996412
2024-04-24,136.12147521972656,140.10000610351562,144.75,139.5,144.5,19718041
2024-04-25,138.6476287841797,142.6999969482422,145.0,140.8000030517578,141.25,24465317
2024-04-26,141.7567596435547,145.89999389648438,149.0,143.10000610351562,143.64999389648438,21769724
2024-04-29,145.06021118164062,149.3000030517578,151.35000610351562,146.5500030517578,147.0,26874062
2024-04-30,142.77694702148438,146.9499969482422,152.64999389648438,146.0500030517578,150.4499969482422,10862244
2024-05-02,139.76498413085938,143.85000610351562,148.5,143.60000610351562,147.5,8301541
2024-05-03,139.03628540039062,143.10000610351562,145.75,140.8000030517578,145.0,11690357
2024-05-06,132.5265350341797,136.39999389648438,145.1999969482422,135.89999389648438,145.0,20391420
2024-05-07,129.9031982421875,133.6999969482422,141.1999969482422,132.5,136.64999389648438,26162581
2024-05-08,130.5833282470703,134.39999389648438,136.8000030517578,133.5,134.10000610351562,10570363
2024-05-09,128.39723205566406,132.14999389648438,137.64999389648438,130.5,134.9499969482422,15330548
2024-05-10,127.52278900146484,131.25,133.89999389648438,130.14999389648438,133.0,8401582
2024-05-13,126.11397552490234,129.8000030517578,132.60000610351562,129.25,131.8000030517578,7114440
2024-05-14,127.96001434326172,131.6999969482422,133.6999969482422,130.0,130.39999389648438,8313748
2024-05-15,127.0855712890625,130.8000030517578,133.5500030517578,130.0,132.89999389648438,7856069
2024-05-16,129.27166748046875,133.0500030517578,134.60000610351562,130.25,130.9499969482422,8765244
2024-05-17,131.1177215576172,134.9499969482422,136.0,133.25,133.5,8292602
2024-05-21,143.4084930419922,147.60000610351562,148.6999969482422,139.0500030517578,140.9499969482422,30397454
2024-05-22,146.954833984375,151.25,151.8000030517578,145.60000610351562,149.3000030517578,19707535
2024-05-23,144.33151245117188,148.5500030517578,152.5,148.14999389648438,152.5,9677633
2024-05-24,147.34347534179688,151.64999389648438,152.9499969482422,148.1999969482422,149.5,17134600
2024-05-27,144.7201385498047,148.9499969482422,152.8000030517578,147.89999389648438,152.1999969482422,27031081
2024-05-28,146.71192932128906,151.0,152.8000030517578,145.85000610351562,148.85000610351562,15404551
2024-05-29,146.66334533691406,150.9499969482422,154.5,149.3000030517578,150.0,14704453
2024-05-30,147.78070068359375,152.10000610351562,156.0,150.10000610351562,150.89999389648438,29864192
2024-05-31,144.67156982421875,148.89999389648438,154.25,147.89999389648438,154.0,10833108
2024-06-03,151.86143493652344,156.3000030517578,160.1999969482422,151.5500030517578,160.0,30185715
2024-06-04,134.90696716308594,138.85000610351562,158.3000030517578,125.5,158.1999969482422,31735462
2024-06-05,142.14541625976562,146.3000030517578,149.8000030517578,138.0,143.75,16668349
2024-06-06,149.1895294189453,153.5500030517578,157.5500030517578,150.25,151.0,30871486
2024-06-07,151.81283569335938,156.25,157.60000610351562,151.39999389648438,153.5500030517578,14939089
2024-06-10,159.74111938476562,164.41000366210938,165.5,154.0,157.0,36227048
2024-06-11,160.53782653808594,165.22999572753906,168.60000610351562,163.50999450683594,165.02999877929688,25093283
2024-06-12,162.06324768066406,166.8000030517578,168.10000610351562,164.10000610351562,165.8000030517578,15657290
2024-06-13,160.36294555664062,165.0500030517578,168.6999969482422,163.5500030517578,168.25,22155969
2024-06-14,159.32333374023438,163.97999572753906,165.5,162.60000610351562,165.0,11681310
2024-06-18,156.3502197265625,160.9199981689453,165.08999633789062,159.58999633789062,164.6999969482422,11578858
2024-06-19,149.9570770263672,154.33999633789062,161.58999633789062,154.02000427246094,161.36000061035156,14055999
2024-06-20,151.1715850830078,155.58999633789062,156.8000030517578,154.39999389648438,154.8800048828125,9058904
2024-06-21,149.8599395751953,154.24000549316406,157.5500030517578,153.6199951171875,155.3699951171875,9367367
2024-06-24,146.8382568359375,151.1300048828125,154.35000610351562,150.89999389648438,154.10000610351562,11607091
2024-06-25,144.5063934326172,148.72999572753906,153.8000030517578,148.10000610351562,153.0,15834071
2024-06-26,151.19102478027344,155.61000061035156,157.38999938964844,149.11000061035156,149.89999389648438,43164207
2024-06-27,146.91598510742188,151.2100067138672,160.25,150.10000610351562,158.0,71011255
2024-06-28,147.4794921875,151.7899932861328,154.89999389648438,150.75,152.85000610351562,16504456
2024-07-01,148.5871124267578,152.92999267578125,154.39999389648438,151.0,152.0,9014587
2024-07-02,148.8494415283203,153.1999969482422,156.2899932861328,152.7100067138672,153.77999877929688,9846565
2024-07-03,146.53704833984375,150.82000732421875,154.88999938964844,150.5,154.5,8479126
2024-07-04,145.759765625,150.02000427246094,152.2899932861328,148.39999389648438,151.0,11253890
2024-07-05,146.80909729003906,151.10000610351562,153.1999969482422,149.50999450683594,152.0,15595180
2024-07-08,146.3913116455078,150.6699981689453,152.64999389648438,148.5,151.10000610351562,8987253
2024-07-09,146.42044067382812,150.6999969482422,153.1699981689453,150.25,151.10000610351562,7637628
2024-07-10,142.28143310546875,146.44000244140625,151.89999389648438,145.89999389648438,151.3000030517578,9702233
2024-07-11,143.0004119873047,147.17999267578125,148.2899932861328,146.39999389648438,147.25,5574864
2024-07-12,151.0841522216797,155.5,159.38999938964844,148.5,149.0,45356138
2024-07-15,155.59237670898438,160.13999938964844,161.5399932861328,155.0500030517578,156.8000030517578,28769035
2024-07-16,151.11329650878906,155.52999877929688,164.02999877929688,154.7899932861328,161.77999877929688,20651457
2024-07-18,138.37557983398438,142.4199981689453,149.0,142.0,149.0,49068184
2024-07-19,133.61473083496094,137.52000427246094,144.0,136.85000610351562,143.0,17598440
2024-07-22,130.6416473388672,134.4600067138672,139.4499969482422,133.89999389648438,137.52000427246094,14443434
2024-07-23,130.8942413330078,134.72000122070312,136.3000030517578,129.77000427246094,135.10000610351562,15815164
2024-07-24,132.80831909179688,136.69000244140625,138.64999389648438,135.0,135.0,9127957
2024-07-25,136.03402709960938,140.00999450683594,143.25,135.6999969482422,136.6999969482422,14302327
2024-07-26,138.5699005126953,142.6199951171875,144.5,140.02999877929688,140.5,14753283
2024-07-29,139.92042541503906,144.00999450683594,147.94000244140625,143.1999969482422,143.6999969482422,19007931
2024-07-30,141.03778076171875,145.16000366210938,146.97999572753906,143.52000427246094,144.49000549316406,16747925
2024-07-31,144.44808959960938,148.6699981689453,153.4499969482422,145.35000610351562,145.5,56167370
2024-08-01,137.74404907226562,141.77000427246094,150.1999969482422,141.0,149.5,23849671
2024-08-02,138.6087646484375,142.66000366210938,145.47000122070312,139.3000030517578,140.0,13396158
2024-08-05,130.3695831298828,134.17999267578125,140.0,133.64999389648438,139.5,16478131
2024-08-06,130.48619079589844,134.3000030517578,138.64999389648438,133.6999969482422,136.0,10774872
2024-08-07,133.07064819335938,136.9600067138672,137.97999572753906,135.00999450683594,136.10000610351562,7612052
2024-08-08,134.32400512695312,138.25,141.3000030517578,136.5500030517578,137.0,14952608
2024-08-09,133.62445068359375,137.52999877929688,139.8000030517578,137.16000366210938,139.1999969482422,5924140
2024-08-12,132.20591735839844,136.07000732421875,138.16000366210938,135.52999877929688,137.5399932861328,6081288
2024-08-13,131.80755615234375,135.66000366210938,137.60000610351562,135.0500030517578,136.64999389648438,5287671
2024-08-14,130.1072540283203,133.91000366210938,136.66000366210938,133.41000366210938,136.0,4781650
2024-08-16,130.5930633544922,134.41000366210938,136.47000122070312,134.0800018310547,134.75,6258945
2024-08-19,131.2440185546875,135.0800018310547,136.49000549316406,134.39999389648438,135.5,9562094
2024-08-20,131.45777893066406,135.3000030517578,136.17999267578125,135.02000427246094,135.1999969482422,6500142
2024-08-21,135.3441925048828,139.3000030517578,142.6999969482422,135.35000610351562,135.39999389648438,17685721
2024-08-22,135.48020935058594,139.44000244140625,141.49000549316406,138.82000732421875,140.0,8447493
2024-08-23,132.7597198486328,136.63999938964844,139.97000122070312,135.5,139.44000244140625,6998221
2024-08-26,131.36061096191406,135.1999969482422,138.5,134.89999389648438,137.5,6103947
2024-08-27,146.54676818847656,150.8300018310547,154.89999389648438,134.8000030517578,135.1999969482422,101988877
2024-08-28,141.52357482910156,145.66000366210938,154.83999633789062,144.4600067138672,153.0500030517578,52019960
2024-08-29,138.2784423828125,142.32000732421875,148.25,141.4499969482422,146.1999969482422,16449010
2024-08-30,136.78216552734375,140.77999877929688,144.8000030517578,140.00999450683594,143.6999969482422,15141363
2024-09-02,137.96751403808594,142.0,143.0500030517578,140.0500030517578,141.3800048828125,9964647
2024-09-03,133.0123291015625,136.89999389648438,142.8699951171875,136.7100067138672,141.1999969482422,19722509
2024-09-04,131.7881317138672,135.63999938964844,137.75,135.22999572753906,136.0,12648718
2024-09-05,131.749267578125,135.60000610351562,138.47999572753906,135.05999755859375,136.4499969482422,12071667
2024-09-06,130.60276794433594,134.4199981689453,136.89999389648438,133.60000610351562,135.89999389648438,11910991
2024-09-09,129.2522430419922,133.02999877929688,135.4499969482422,132.57000732421875,134.5500030517578,9478885
2024-09-10,134.95553588867188,138.89999389648438,142.0,133.3800048828125,133.89999389648438,37384945
2024-09-11,131.63267517089844,135.47999572753906,139.60000610351562,135.00999450683594,139.25,11068235
2024-09-12,130.90396118164062,134.72999572753906,136.57000732421875,134.02999877929688,136.0,9861135
2024-09-13,132.07960510253906,135.94000244140625,139.8000030517578,135.60000610351562,137.5500030517578,22857222
2024-09-16,131.0302734375,134.86000061035156,136.8800048828125,134.5,136.5500030517578,8515777
2024-09-17,129.2036590576172,132.97999572753906,135.85000610351562,132.75,134.89999389648438,8390941
2024-09-18,127.48393249511719,131.2100067138672,134.4499969482422,130.88999938964844,133.08999633789062,12337244
2024-09-19,122.54817962646484,126.12999725341797,132.3000030517578,125.80000305175781,131.2100067138672,15571976
2024-09-20,124.52053833007812,128.16000366210938,129.8800048828125,125.5999984741211,127.0,14064662
2024-09-23,123.73353576660156,127.3499984741211,130.19000244140625,127.05000305175781,129.11000061035156,9781685
2024-09-24,123.69467163085938,127.30999755859375,128.60000610351562,127.0,127.44999694824219,8295717
2024-09-25,130.7776641845703,134.60000610351562,136.86000061035156,127.30999755859375,127.6500015258789,59580920
2024-09-26,132.65284729003906,136.52999877929688,138.8000030517578,134.14999389648438,134.64999389648438,28395330
2024-09-27,131.89500427246094,135.75,138.8000030517578,135.0500030517578,136.0,17542580
2024-09-30,133.7896270751953,137.6999969482422,138.5,132.97000122070312,136.75,17555649
2024-10-01,136.1311798095703,140.11000061035156,141.99000549316406,137.25,137.39999389648438,28757338
2024-10-03,131.9047088623047,135.75999450683594,143.5500030517578,134.82000732421875,138.39999389648438,33386637
2024-10-04,128.0280303955078,131.77000427246094,138.19000244140625,130.7100067138672,135.6999969482422,15023314
2024-10-07,122.373291015625,125.94999694824219,133.27000427246094,125.4000015258789,132.60000610351562,17655490
2024-10-08,123.18944549560547,126.79000091552734,130.10000610351562,125.2300033569336,126.05000305175781,15608611
2024-10-09,125.27839660644531,128.94000244140625,131.5,126.8499984741211,127.27999877929688,19076402
2024-10-10,125.64759826660156,129.32000732421875,133.0500030517578,129.0,131.0,13128442
2024-10-11,126.45401763916016,130.14999389648438,132.5,128.8699951171875,129.60000610351562,10132329
2024-10-14,127.53250885009766,131.25999450683594,131.97999572753906,129.14999389648438,130.64999389648438,7970454
2024-10-15,125.62816619873047,129.3000030517578,131.3000030517578,128.75,131.0,7416454
2024-10-16,125.2395248413086,128.89999389648438,130.3000030517578,128.0,130.10000610351562,6779608
2024-10-17,122.18869018554688,125.76000213623047,130.0399932861328,125.5,128.6999969482422,8192849
2024-10-18,128.6984405517578,132.4600067138672,134.11000061035156,124.91999816894531,125.0,41149717
2024-10-21,122.62590789794922,126.20999908447266,136.39999389648438,125.80000305175781,134.5,24206987
2024-10-22,120.08031463623047,123.58999633789062,127.66999816894531,121.55000305175781,126.5,17585312
2024-10-23,120.0608901977539,123.56999969482422,125.37999725341797,121.69999694824219,123.0,12689291
2024-10-24,120.71185302734375,124.23999786376953,126.41999816894531,122.9000015258789,122.9000015258789,8264160
2024-10-25,116.16475677490234,119.55999755859375,124.86000061035156,118.80999755859375,124.0,12774732
2024-10-28,117.20437622070312,120.62999725341797,122.0,119.27999877929688,120.30999755859375,9252028
2024-10-29,115.82469940185547,119.20999908447266,121.9800033569336,116.9800033569336,120.58999633789062,12173164
2024-10-30,118.72978210449219,122.19999694824219,123.0,118.80000305175781,119.0,8282891
2024-10-31,118.68121337890625,122.1500015258789,123.0,120.8499984741211,121.5999984741211,5920918
2024-11-01,119.6916732788086,123.19000244140625,123.5,122.80000305175781,123.0,1346411
2024-11-04,117.02947998046875,120.44999694824219,123.2699966430664,120.0,123.0,4256608
2024-11-05,117.99137878417969,121.44000244140625,123.27999877929688,119.55999755859375,120.0,8181498
2024-11-06,119.85684967041016,123.36000061035156,123.80000305175781,121.56999969482422,121.5999984741211,5868263
2024-11-07,121.36283111572266,124.91000366210938,126.81999969482422,123.06999969482422,123.20999908447266,9101617
2024-11-08,120.08955383300781,122.61000061035156,125.0,122.38999938964844,124.69999694824219,4224942
2024-11-11,118.2384033203125,120.72000122070312,123.1500015258789,120.33000183105469,121.79000091552734,5348290
2024-11-12,116.60273742675781,119.05000305175781,122.29000091552734,118.8499984741211,121.0199966430664,3947990
2024-11-13,112.53804779052734,114.9000015258789,120.9000015258789,114.36000061035156,118.41999816894531,8135008
2024-11-14,113.16488647460938,115.54000091552734,116.76000213623047,114.58000183105469,114.69999694824219,4648289
2024-11-18,113.02776336669922,115.4000015258789,116.62999725341797,114.61000061035156,115.5999984741211,4208969
2024-11-19,120.02098846435547,122.54000091552734,126.19000244140625,119.72000122070312,119.75,54141979
2024-11-21,116.1130142211914,118.55000305175781,123.0,117.5,123.0,13623299
2024-11-22,114.7613754272461,117.16999816894531,119.5,116.8499984741211,118.25,8245943
2024-11-25,116.0444564819336,118.4800033569336,120.95999908447266,118.19000244140625,119.0,7928140
2024-11-26,118.10128021240234,120.58000183105469,122.44000244140625,118.5999984741211,118.6500015258789,7326817
2024-11-27,119.71736907958984,122.2300033569336,124.19999694824219,119.83999633789062,120.19999694824219,9792089
2024-11-28,120.57927703857422,123.11000061035156,124.79000091552734,122.06999969482422,122.69999694824219,6700108
2024-11-29,126.5049057006836,129.16000366210938,132.69000244140625,127.5,129.0,46663653
2024-12-02,127.8271484375,130.50999450683594,131.5,129.50999450683594,130.0,12878159
2024-12-03,135.32968139648438,138.1699981689453,139.0,130.63999938964844,131.10000610351562,35419356
2024-12-04,138.199462890625,141.10000610351562,141.75,136.75,138.9499969482422,26851436
2024-12-05,139.93307495117188,142.8699951171875,143.5,138.11000061035156,141.19000244140625,20579823
2024-12-06,140.63827514648438,143.58999633789062,144.27999877929688,140.83999633789062,142.8000030517578,15720705
2024-12-09,138.3855438232422,141.2899932861328,143.47999572753906,140.60000610351562,143.47999572753906,9742089
2024-12-10,136.79885864257812,139.6699981689453,142.66000366210938,138.77999877929688,140.60000610351562,8876327
2024-12-11,135.212158203125,138.0500030517578,140.39999389648438,137.61000061035156,139.6699981689453,6259630
2024-12-12,131.90164184570312,134.6699981689453,139.77000427246094,134.0,138.1199951171875,7787100
2024-12-13,130.0015106201172,132.72999572753906,134.88999938964844,130.6199951171875,134.5,8463206
2024-12-16,132.9006805419922,135.69000244140625,138.6999969482422,132.75999450683594,132.75999450683594,12776479
2024-12-17,133.01820373535156,135.80999755859375,138.1999969482422,135.0,136.1999969482422,9606240
2024-12-18,128.99269104003906,131.6999969482422,135.77999877929688,131.0,134.9499969482422,7861423
2024-12-19,127.75859832763672,130.44000244140625,132.82000732421875,129.39999389648438,130.0,8321591
2024-12-20,122.55774688720703,125.12999725341797,132.19000244140625,124.0,130.55999755859375,9710844
2024-12-23,123.03768157958984,125.62000274658203,129.6999969482422,125.1500015258789,128.10000610351562,9513807
2024-12-24,123.54698944091797,126.13999938964844,127.55000305175781,125.72000122070312,125.75,4459275
2024-12-26,122.28350067138672,124.8499984741211,126.87000274658203,124.4000015258789,126.41000366210938,3910967
2024-12-27,122.1463851928711,124.70999908447266,125.66999816894531,124.0999984741211,124.51000213623047,2498981
2024-12-30,119.59003448486328,122.0999984741211,124.81999969482422,121.61000061035156,123.97000122070312,4421171
2024-12-31,118.79668426513672,121.29000091552734,122.37999725341797,120.0199966430664,121.19999694824219,4445600
2025-01-01,120.54009246826172,123.06999969482422,126.0999984741211,121.0,121.0,9718803
2025-01-02,121.42159271240234,123.97000122070312,125.3499984741211,123.08000183105469,123.08000183105469,5188330
2025-01-03,122.92993927001953,125.51000213623047,132.8000030517578,124.0,124.0,29628714
2025-01-06,120.04058074951172,122.55999755859375,126.30999755859375,121.8499984741211,125.51000213623047,10879559
2025-01-07,126.8379135131836,129.5,130.7899932861328,122.51000213623047,122.51000213623047,12933885
2025-01-08,131.0201416015625,133.77000427246094,136.47999572753906,129.3300018310547,131.0,33626381
2025-01-09,130.01132202148438,132.74000549316406,136.2899932861328,131.8000030517578,133.02999877929688,9825159
2025-01-10,122.62630462646484,125.19999694824219,132.0,124.69999694824219,132.0,9149763
2025-01-13,116.73986053466797,119.19000244140625,126.5999984741211,118.5,123.80000305175781,9177966
2025-01-14,121.9798812866211,124.54000091552734,125.36000061035156,120.01000213623047,120.19999694824219,6980366
2025-01-15,119.97201538085938,122.48999786376953,125.44999694824219,120.83999633789062,124.0999984741211,6127348
2025-01-16,120.20708465576172,122.7300033569336,125.30000305175781,122.20999908447266,123.94999694824219,5194387
2025-01-17,118.90442657470703,121.4000015258789,123.9000015258789,121.13999938964844,122.75,6462601
2025-01-20,118.46367645263672,120.94999694824219,123.55000305175781,120.7699966430664,121.80000305175781,7653484
2025-01-21,118.1208724975586,120.5999984741211,124.0999984741211,120.12000274658203,121.27999877929688,8758744
2025-01-22,115.53514099121094,117.95999908447266,121.4000015258789,116.2699966430664,121.0,9029927
2025-01-23,118.26778411865234,120.75,123.4000015258789,117.94999694824219,117.95999908447266,21550115
2025-01-24,113.91905975341797,116.30999755859375,122.30000305175781,115.0999984741211,122.0,12107334
2025-01-27,106.30878448486328,108.54000091552734,116.75,107.61000061035156,116.23999786376953,17052739
2025-01-28,101.52910614013672,103.66000366210938,109.94999694824219,103.37000274658203,109.0,21437621
2025-01-29,103.97771453857422,106.16000366210938,106.98999786376953,103.80999755859375,104.94999694824219,17513410
2025-01-30,102.2930679321289,104.44000244140625,108.6500015258789,103.8499984741211,107.0,10248249
2025-01-31,103.41941833496094,105.58999633789062,106.44999694824219,104.5999984741211,105.0,9399765
2025-02-01,106.80830383300781,109.05000305175781,111.58999633789062,104.44000244140625,106.0,10073225
2025-02-03,104.39886474609375,106.58999633789062,108.2300033569336,105.80999755859375,107.76000213623047,5886880
2025-02-04,105.58399963378906,107.80000305175781,108.9000015258789,106.80000305175781,106.9800033569336,6947979
2025-02-05,107.6212387084961,109.87999725341797,111.3499984741211,107.80999755859375,108.0,7329396
2025-02-06,106.25981140136719,108.48999786376953,110.69000244140625,108.0199966430664,110.0,5388634
2025-02-07,107.20986938476562,109.45999908447266,110.94999694824219,107.30000305175781,108.55000305175781,6128410
2025-02-10,102.76319885253906,104.91999816894531,109.45999908447266,104.6500015258789,108.9000015258789,5518115
2025-02-11,98.17940521240234,100.23999786376953,105.30000305175781,99.80999755859375,104.91999816894531,9959673
2025-02-12,97.70927429199219,99.76000213623047,101.7699966430664,96.30000305175781,100.52999877929688,14004698
2025-02-13,97.88557434082031,99.94000244140625,102.23999786376953,99.69999694824219,100.0999984741211,6352262
2025-02-14,94.58484649658203,96.56999969482422,100.8499984741211,95.68000030517578,100.2300033569336,11911862
2025-02-17,94.76114654541016,96.75,98.93000030517578,94.3499984741211,96.69999694824219,10404182
2025-02-18,96.3184585571289,98.33999633789062,99.66000366210938,96.2300033569336,96.98999786376953,16116331
2025-02-19,96.98448181152344,99.0199966430664,100.9800033569336,97.5,97.5999984741211,9701829
2025-02-20,98.4928207397461,100.55999755859375,100.97000122070312,98.33000183105469,98.66000366210938,6552011
2025-02-21,95.80915069580078,97.81999969482422,101.9000015258789,97.4000015258789,100.55999755859375,9230204
2025-02-24,94.31060028076172,96.29000091552734,97.30999755859375,95.5999984741211,96.86000061035156,9069755
2025-02-25,97.71906280517578,99.7699966430664,100.25,96.45999908447266,96.47000122070312,11193664
2025-02-27,95.15292358398438,97.1500015258789,100.80999755859375,96.47000122070312,100.26000213623047,7941905
2025-02-28,91.17637634277344,93.08999633789062,96.69999694824219,92.11000061035156,96.0,11503831
2025-03-03,88.31640625,90.16999816894531,94.73999786376953,89.56999969482422,93.5,15382681
2025-03-04,90.63768768310547,92.54000091552734,92.9000015258789,89.31999969482422,89.5,11282143
2025-03-05,96.38702392578125,98.41000366210938,98.9000015258789,92.48999786376953,92.5,17336446
2025-03-06,96.16175079345703,98.18000030517578,100.9800033569336,97.30999755859375,99.0,12124681
2025-03-07,101.83272552490234,103.97000122070312,104.75,98.29000091552734,98.29000091552734,22039380
2025-03-10,105.28036499023438,107.48999786376953,108.36000061035156,104.5,104.69999694824219,29620844
2025-03-11,103.82099914550781,106.0,106.9000015258789,104.55000305175781,106.18000030517578,16835658
2025-03-12,102.49874877929688,104.6500015258789,108.06999969482422,103.25,106.19999694824219,9201595
2025-03-13,98.1010513305664,100.16000366210938,105.5,99.62999725341797,104.80000305175781,10232062
2025-03-17,97.15099334716797,99.19000244140625,101.77999877929688,98.5,100.48999786376953,8377060
