Date,Adj Close,Close,High,Low,Open,Volume
2023-11-30,656.8750610351562,674.8499755859375,679.5833129882812,672.6666870117188,674.1500244140625,106845
2023-12-01,673.0330200195312,691.4500122070312,693.3333129882812,674.5999755859375,677.2000122070312,215004
2023-12-04,681.9392700195312,700.5999755859375,708.3333129882812,683.6666870117188,699.6166381835938,267699
2023-12-05,688.4446411132812,707.2833251953125,709.9666748046875,700.0,700.5999755859375,143118
2023-12-06,686.7736206054688,705.566650390625,714.6666870117188,703.3333129882812,710.6500244140625,145500
2023-12-07,682.7341918945312,701.4166870117188,708.6666870117188,698.0833129882812,708.6666870117188,61614
2023-12-08,667.9390869140625,686.2166748046875,706.0333251953125,685.0,701.4166870117188,99024
2023-12-11,675.4664306640625,693.9500122070312,706.6666870117188,686.6666870117188,686.6666870117188,210222
2023-12-12,684.1942138671875,702.9166870117188,706.3333129882812,693.6666870117188,693.683349609375,161298
2023-12-13,681.8094482421875,700.4666748046875,710.0,695.0499877929688,705.6666870117188,150177
2023-12-14,677.3807373046875,695.9166870117188,706.1666870117188,692.566650390625,705.6666870117188,96288
2023-12-15,676.504638671875,695.0166625976562,700.6666870117188,689.3333129882812,700.6666870117188,74646
2023-12-18,671.7513427734375,690.1333618164062,695.0,686.5999755859375,695.0,73578
2023-12-19,682.1663818359375,700.8333129882812,706.6166381835938,691.6666870117188,691.6666870117188,155625
2023-12-20,671.2160034179688,689.5833129882812,712.5333251953125,683.3333129882812,705.6666870117188,222636
2023-12-21,682.7828369140625,701.4666748046875,705.4166870117188,680.0,686.3333129882812,126834
2023-12-22,680.7225341796875,699.3499755859375,705.9000244140625,691.6666870117188,705.9000244140625,64707
2023-12-26,684.9404907226562,703.683349609375,707.6666870117188,697.6666870117188,705.0,78426
2023-12-27,682.1502075195312,700.816650390625,708.3333129882812,695.8666381835938,706.6666870117188,64335
2023-12-28,679.2300415039062,697.816650390625,705.6166381835938,695.183349609375,704.6666870117188,61755
2023-12-29,684.2266235351562,702.9500122070312,705.9666748046875,693.9833374023438,699.316650390625,92325
2024-01-01,678.9380493164062,697.5166625976562,706.6333618164062,693.683349609375,704.2833251953125,94479
2024-01-02,698.6324462890625,717.75,733.3333129882812,690.7833251953125,701.5833129882812,522279
2024-01-03,707.8631591796875,727.2333374023438,735.6333618164062,713.4000244140625,730.0,400878
2024-01-04,705.7704467773438,725.0833129882812,732.3333129882812,716.8333129882812,732.0,133827
2024-01-05,719.2841186523438,738.9666748046875,741.6666870117188,720.4000244140625,725.0833129882812,254619
2024-01-08,715.3094482421875,734.8833618164062,743.0,729.7166748046875,741.3333129882812,137481
2024-01-09,725.2214965820312,745.066650390625,748.6666870117188,732.3499755859375,739.2166748046875,150087
2024-01-10,712.6326904296875,732.1333618164062,746.6666870117188,727.1166381835938,746.6666870117188,191022
2024-01-11,719.9815673828125,739.683349609375,747.1333618164062,721.7000122070312,732.1333618164062,174276
2024-01-12,713.5411376953125,733.066650390625,750.433349609375,731.25,747.0,102477
2024-01-15,701.325439453125,720.5166625976562,738.9166870117188,717.0,737.9833374023438,90612
2024-01-16,691.559326171875,710.4833374023438,726.7166748046875,702.6666870117188,721.4500122070312,132834
2024-01-17,691.1861572265625,710.0999755859375,718.8666381835938,702.0,703.7999877929688,108909
2024-01-18,690.7319946289062,709.6333618164062,714.2666625976562,688.3333129882812,710.0999755859375,184341
2024-01-19,718.9271240234375,738.5999755859375,745.3333129882812,708.0333251953125,711.6666870117188,275541
2024-01-23,710.5724487304688,730.0166625976562,743.316650390625,721.6666870117188,731.6666870117188,168132
2024-01-24,716.9317016601562,736.5499877929688,747.316650390625,724.0,726.6666870117188,381630
2024-01-25,733.6411743164062,753.7166748046875,761.1666870117188,741.5333251953125,742.5,381687
2024-01-29,745.873046875,766.2833251953125,774.9833374023438,750.0,763.6500244140625,291336
2024-01-30,730.7859497070312,750.7833251953125,763.0333251953125,743.183349609375,758.3666381835938,664599
2024-01-31,798.1427612304688,819.9833374023438,881.7666625976562,755.7333374023438,757.5499877929688,5080569
2024-02-01,792.7730102539062,814.4666748046875,862.0,804.5333251953125,827.316650390625,658053
2024-02-02,825.4456176757812,848.0333251953125,861.6666870117188,815.0,823.2999877929688,767424
2024-02-05,786.283935546875,807.7999877929688,858.1666870117188,799.0,848.2999877929688,418734
2024-02-06,801.8901977539062,823.8333129882812,831.6500244140625,806.0,809.6666870117188,185553
2024-02-07,786.0892944335938,807.5999755859375,842.0333251953125,803.8333129882812,829.9666748046875,127113
2024-02-08,774.0682983398438,795.25,821.6500244140625,788.4000244140625,816.6666870117188,77469
2024-02-09,770.4505615234375,791.5333251953125,798.316650390625,761.6666870117188,795.25,193527
2024-02-12,837.6775512695312,860.5999755859375,873.816650390625,793.5166625976562,793.5166625976562,1851840
2024-02-13,808.217041015625,830.3333129882812,864.9166870117188,827.066650390625,860.5999755859375,294654
2024-02-14,811.283203125,833.4833374023438,848.9500122070312,816.6666870117188,820.0,242937
2024-02-15,834.3843994140625,857.2166748046875,873.3333129882812,847.0,853.3333129882812,312534
2024-02-16,826.1432495117188,848.75,869.6500244140625,841.3333129882812,859.9666748046875,153189
2024-02-19,869.798583984375,893.5999755859375,906.5999755859375,843.566650390625,849.2333374023438,497463
2024-02-20,862.0279541015625,885.6166381835938,906.0,878.0166625976562,896.3333129882812,104010
2024-02-21,855.6361694335938,879.0499877929688,923.1500244140625,868.683349609375,890.0499877929688,633096
2024-02-22,897.4097900390625,921.9666748046875,926.3333129882812,883.3333129882812,886.6666870117188,528702
2024-02-23,891.7966918945312,916.2000122070312,933.3333129882812,913.3333129882812,933.3333129882812,175179
2024-02-26,904.1259155273438,928.8666381835938,937.2333374023438,920.5833129882812,920.5833129882812,133188
2024-02-27,911.2802124023438,936.2166748046875,945.0,928.8666381835938,933.3333129882812,89724
2024-02-28,909.0576782226562,933.933349609375,971.1500244140625,917.683349609375,939.6500244140625,373248
2024-02-29,959.5590209960938,985.816650390625,1000.0,892.7000122070312,931.8333129882812,485319
2024-03-01,961.1975708007812,987.5,1003.6666870117188,957.3333129882812,985.9833374023438,350799
2024-03-04,979.88623046875,1006.7000122070312,1011.6666870117188,974.4166870117188,996.6666870117188,218043
2024-03-05,1001.5922241210938,1029.0,1034.0,999.0166625976562,1009.8333129882812,240180
2024-03-06,1026.5751953125,1054.6666259765625,1060.9832763671875,1020.0,1027.0,501006
2024-03-07,1070.0845947265625,1099.36669921875,1112.8499755859375,1049.3333740234375,1054.6666259765625,373704
2024-03-11,1180.0584716796875,1212.3499755859375,1228.6666259765625,1100.5167236328125,1112.449951171875,2324679
2024-03-12,1053.294189453125,1082.11669921875,1193.3333740234375,1054.3333740234375,1190.0167236328125,1392486
2024-03-13,951.4801025390625,977.5166625976562,1102.9832763671875,935.183349609375,1082.11669921875,933855
2024-03-14,983.3092041015625,1010.2166748046875,1039.449951171875,946.683349609375,958.3333129882812,788556
2024-03-15,954.8383178710938,980.9666748046875,1028.0167236328125,958.3333129882812,1010.1500244140625,571260
2024-03-18,1015.6248168945312,1043.4166259765625,1062.6666259765625,971.25,989.0,1408998
2024-03-19,994.4866943359375,1021.7000122070312,1059.9000244140625,1015.3333129882812,1039.683349609375,478581
2024-03-20,966.4700317382812,992.9166870117188,1037.2833251953125,988.2000122070312,1023.3333129882812,293124
2024-03-21,990.9176635742188,1018.0333251953125,1024.4000244140625,995.8666381835938,1003.0833129882812,204300
2024-03-22,1014.9923095703125,1042.7667236328125,1056.3333740234375,1015.3333129882812,1020.0,245040
2024-03-26,994.0324096679688,1021.2333374023438,1051.933349609375,1015.8666381835938,1043.0,156198
2024-03-27,999.5481567382812,1026.9000244140625,1044.0,1017.0,1029.683349609375,176121
2024-03-28,1002.3059692382812,1029.7332763671875,1046.3333740234375,1020.0,1033.0,254556
2024-04-01,1005.4369506835938,1032.949951171875,1056.2166748046875,1030.0,1039.7166748046875,110232
2024-04-02,1087.6051025390625,1117.36669921875,1126.3333740234375,1033.800048828125,1043.2833251953125,945696
2024-04-03,1069.727783203125,1099.0,1129.2667236328125,1093.6666259765625,1116.300048828125,274950
2024-04-04,1040.4942626953125,1068.9666748046875,1109.63330078125,1061.816650390625,1105.199951171875,180189
2024-04-05,1037.7528076171875,1066.1500244140625,1082.25,1060.0,1068.9666748046875,134220
2024-04-08,1061.8597412109375,1090.9166259765625,1095.0,1067.0167236328125,1069.7332763671875,141537
2024-04-09,1014.2621459960938,1042.0167236328125,1102.0,1037.9000244140625,1097.6500244140625,213867
2024-04-10,1003.9932250976562,1031.4666748046875,1055.183349609375,1026.6666259765625,1049.183349609375,172818
2024-04-12,988.9547729492188,1016.0166625976562,1073.3333740234375,1001.683349609375,1024.0,789873
2024-04-15,969.4549560546875,995.9833374023438,1015.6666870117188,969.183349609375,1015.6666870117188,195285
2024-04-16,974.857177734375,1001.5333251953125,1017.3333129882812,973.3333129882812,973.3333129882812,143163
2024-04-18,972.73193359375,999.3499755859375,1032.933349609375,994.566650390625,1017.4666748046875,139473
2024-04-19,992.4100952148438,1019.566650390625,1023.0999755859375,986.6666870117188,992.6666870117188,139551
2024-04-22,997.0011596679688,1024.2833251953125,1032.11669921875,1020.2999877929688,1024.36669921875,66774
2024-04-23,1012.88330078125,1040.5999755859375,1047.0833740234375,1020.4166870117188,1024.9832763671875,110892
2024-04-24,1015.9329833984375,1043.7332763671875,1053.9666748046875,1039.949951171875,1050.0,67815
2024-04-25,1119.2720947265625,1149.9000244140625,1162.6666259765625,1043.11669921875,1048.066650390625,1901670
2024-04-26,1074.7568359375,1104.1666259765625,1149.9000244140625,1097.9832763671875,1148.3333740234375,338652
2024-04-29,1074.5296630859375,1103.933349609375,1116.2667236328125,1086.683349609375,1109.9666748046875,202359
2024-04-30,1085.2691650390625,1114.9666748046875,1119.933349609375,1102.199951171875,1110.2166748046875,122820
2024-05-02,1067.781005859375,1097.0,1128.933349609375,1075.38330078125,1114.9666748046875,288198
2024-05-03,1099.3179931640625,1129.4000244140625,1179.5999755859375,1093.3333740234375,1098.75,1556007
2024-05-06,1065.20166015625,1094.3499755859375,1136.38330078125,1088.3333740234375,1131.699951171875,131349
2024-05-07,1031.84765625,1060.0833740234375,1095.0,1041.699951171875,1095.0,208722
2024-05-08,1069.9385986328125,1099.2166748046875,1106.3333740234375,1047.5167236328125,1053.3333740234375,195324
2024-05-09,1118.9638671875,1149.5833740234375,1180.0,1083.6666259765625,1099.2166748046875,1031685
2024-05-10,1101.8974609375,1132.050048828125,1156.6666259765625,1109.8499755859375,1156.6666259765625,176685
2024-05-13,1075.98974609375,1105.433349609375,1131.6666259765625,1091.63330078125,1131.6666259765625,129720
2024-05-14,1169.6761474609375,1201.683349609375,1211.9832763671875,1086.7833251953125,1099.949951171875,1062279
2024-05-15,1150.30615234375,1181.7833251953125,1229.3333740234375,1175.683349609375,1188.183349609375,313743
2024-05-16,1167.2264404296875,1199.1666259765625,1207.2166748046875,1177.9666748046875,1181.7833251953125,176508
2024-05-17,1295.4346923828125,1330.88330078125,1429.3333740234375,1203.183349609375,1210.0,2208792
2024-05-21,1276.162109375,1311.0833740234375,1376.3333740234375,1301.683349609375,1376.3333740234375,319902
2024-05-22,1275.7564697265625,1310.6666259765625,1333.3333740234375,1270.6666259765625,1322.6666259765625,252063
2024-05-23,1268.6671142578125,1303.38330078125,1334.0,1296.0,1308.3333740234375,342057
2024-05-24,1250.8385009765625,1285.066650390625,1326.0,1277.3333740234375,1303.38330078125,155880
2024-05-27,1283.2353515625,1318.3499755859375,1329.3333740234375,1265.8333740234375,1285.9832763671875,247941
2024-05-28,1257.8466796875,1292.2667236328125,1330.0,1288.3333740234375,1330.0,159450
2024-05-29,1256.4677734375,1290.8499755859375,1340.3333740234375,1281.3333740234375,1340.3333740234375,234846
2024-05-30,1247.821044921875,1281.9666748046875,1371.6666259765625,1263.550048828125,1290.0167236328125,1236324
2024-05-31,1259.56640625,1294.0333251953125,1328.300048828125,1250.88330078125,1276.2833251953125,454278
2024-06-03,1214.5645751953125,1247.800048828125,1296.6500244140625,1238.5,1256.6666259765625,463641
2024-06-04,1151.798583984375,1183.316650390625,1253.316650390625,1103.3333740234375,1253.316650390625,287559
2024-06-05,1187.8778076171875,1220.38330078125,1227.3333740234375,1140.0167236328125,1198.3333740234375,172701
2024-06-06,1226.4393310546875,1260.0,1276.3333740234375,1220.0,1223.38330078125,197691
2024-06-07,1246.6529541015625,1280.7667236328125,1286.2332763671875,1260.0,1264.0833740234375,185433
2024-06-10,1264.611572265625,1299.2166748046875,1321.6666259765625,1283.3333740234375,1291.183349609375,173073
2024-06-11,1257.6033935546875,1292.0167236328125,1322.933349609375,1264.0833740234375,1300.0,181410
2024-06-12,1258.528076171875,1292.9666748046875,1319.6666259765625,1268.3499755859375,1288.699951171875,224628
2024-06-13,1252.2984619140625,1286.566650390625,1313.63330078125,1280.0,1306.6666259765625,173988
2024-06-14,1328.107421875,1364.449951171875,1385.0,1280.6666259765625,1296.3333740234375,1175595
2024-06-18,1377.78125,1415.4832763671875,1454.6666259765625,1357.4000244140625,1380.0,733965
2024-06-19,1358.7197265625,1395.9000244140625,1441.4166259765625,1370.0,1415.3333740234375,540501
2024-06-20,1387.30419921875,1425.2667236328125,1449.9666748046875,1375.8499755859375,1400.0,348792
2024-06-21,1383.718994140625,1421.5833740234375,1474.9832763671875,1416.6666259765625,1433.3333740234375,296166
2024-06-24,1403.056396484375,1441.449951171875,1481.3333740234375,1401.75,1420.0,309300
2024-06-25,1432.0302734375,1471.2166748046875,1477.3333740234375,1440.0,1443.3333740234375,230817
2024-06-26,1436.5401611328125,1475.8499755859375,1496.6666259765625,1453.3333740234375,1471.2166748046875,266769
2024-06-27,1395.577880859375,1433.7667236328125,1480.0,1423.3333740234375,1480.0,259272
2024-06-28,1338.2142333984375,1374.8333740234375,1425.6666259765625,1371.3333740234375,1425.6666259765625,320133
2024-07-01,1381.7884521484375,1419.5999755859375,1429.6666259765625,1383.816650390625,1395.5,226212
2024-07-02,1370.49755859375,1408.0,1430.5333251953125,1399.316650390625,1420.0,246993
2024-07-03,1391.0841064453125,1429.1500244140625,1440.0,1405.9166259765625,1415.0,146580
2024-07-04,1413.406494140625,1452.0833740234375,1483.0,1425.8499755859375,1435.0,371172
2024-07-05,1405.8955078125,1444.36669921875,1470.2166748046875,1438.3333740234375,1453.3333740234375,86826
2024-07-08,1370.95166015625,1408.4666748046875,1473.3333740234375,1401.6666259765625,1450.0,149769
2024-07-09,1327.5233154296875,1363.8499755859375,1440.800048828125,1360.6666259765625,1422.86669921875,175740
2024-07-10,1297.05712890625,1332.550048828125,1380.0,1316.683349609375,1370.0,174471
2024-07-11,1331.0924072265625,1367.5167236328125,1375.7833251953125,1316.9832763671875,1329.0,193389
2024-07-12,1316.3458251953125,1352.36669921875,1404.6500244140625,1339.3333740234375,1380.0,167043
2024-07-15,1536.050537109375,1578.0833740234375,1607.0999755859375,1366.6666259765625,1366.6666259765625,8447688
2024-07-16,1440.531005859375,1479.949951171875,1582.933349609375,1470.38330078125,1578.0833740234375,1276110
2024-07-18,1392.6414794921875,1430.75,1478.3333740234375,1420.0,1473.3333740234375,629769
2024-07-19,1365.4359130859375,1402.800048828125,1434.3333740234375,1390.0,1430.0,343371
2024-07-22,1387.8394775390625,1425.816650390625,1446.6666259765625,1377.0,1400.0,273780
2024-07-23,1343.4864501953125,1380.25,1422.88330078125,1351.0833740234375,1419.7833251953125,373761
2024-07-24,1355.6373291015625,1392.7332763671875,1420.0,1386.0,1394.066650390625,250845
2024-07-25,1393.355224609375,1431.4832763671875,1535.0,1368.88330078125,1375.0,3127134
2024-07-26,1395.9832763671875,1434.183349609375,1447.4666748046875,1412.199951171875,1446.6666259765625,294141
2024-07-29,1383.8974609375,1421.7667236328125,1448.4666748046875,1418.4000244140625,1434.183349609375,173370
2024-07-30,1375.8184814453125,1413.4666748046875,1428.1666259765625,1408.0833740234375,1422.9000244140625,126171
2024-07-31,1371.9410400390625,1409.4832763671875,1429.36669921875,1396.683349609375,1418.5999755859375,181383
2024-08-01,1377.408203125,1415.0999755859375,1493.300048828125,1409.5,1416.5999755859375,964359
2024-08-02,1357.2432861328125,1394.38330078125,1439.949951171875,1388.3333740234375,1413.2332763671875,225249
2024-08-05,1294.4127197265625,1329.8333740234375,1380.0,1321.8333740234375,1374.11669921875,220515
2024-08-06,1320.920654296875,1357.066650390625,1376.5333251953125,1333.6666259765625,1350.0,120327
2024-08-07,1359.7740478515625,1396.9832763671875,1416.5167236328125,1363.8333740234375,1380.0,276021
2024-08-08,1339.25244140625,1375.9000244140625,1403.3333740234375,1370.0333251953125,1393.3499755859375,156558
2024-08-09,1437.3514404296875,1476.683349609375,1485.1500244140625,1387.2166748046875,1387.2166748046875,1056462
2024-08-12,1442.055908203125,1481.5167236328125,1533.300048828125,1470.5333251953125,1476.6666259765625,535299
2024-08-13,1424.794921875,1463.7833251953125,1503.5999755859375,1457.4166259765625,1481.683349609375,159129
2024-08-14,1409.204833984375,1447.7667236328125,1491.3333740234375,1433.316650390625,1464.0,224838
2024-08-16,1471.5650634765625,1511.8333740234375,1543.0,1455.3333740234375,1455.3333740234375,711003
2024-08-19,1699.689208984375,1746.199951171875,1814.199951171875,1506.6666259765625,1511.8333740234375,3831288
2024-08-20,1896.6171875,1948.5167236328125,1996.6666259765625,1728.3333740234375,1800.0,4991631
2024-08-21,1835.5546875,1885.7833251953125,1925.61669921875,1851.9166259765625,1880.0,1798257
2024-08-22,1826.875732421875,1876.86669921875,1895.9666748046875,1849.0,1881.6666259765625,350607
2024-08-23,1770.4268798828125,1800.7833251953125,1876.3333740234375,1793.3333740234375,1866.6666259765625,317256
2024-08-26,1863.4320068359375,1895.38330078125,1960.0,1817.0,1826.7332763671875,925215
2024-08-27,1879.44091796875,1911.6666259765625,1921.6666259765625,1871.6666259765625,1890.3333740234375,269997
2024-08-28,1900.31640625,1932.9000244140625,1963.3333740234375,1900.3333740234375,1916.6666259765625,241152
2024-08-29,2008.8717041015625,2043.316650390625,2182.9833984375,1921.683349609375,1942.2667236328125,2641146
2024-08-30,2132.89501953125,2169.466552734375,2190.0,2006.0,2044.6666259765625,1081359
2024-09-02,2188.04931640625,2225.566650390625,2260.0,2141.683349609375,2183.333251953125,917094
2024-09-03,2174.6298828125,2211.916748046875,2291.333251953125,2179.166748046875,2233.333251953125,906264
2024-09-04,2087.162353515625,2122.949951171875,2223.333251953125,2095.083251953125,2199.2666015625,706473
2024-09-05,2101.320068359375,2137.35009765625,2191.61669921875,2117.5166015625,2139.966552734375,316047
2024-09-06,2361.459228515625,2401.949951171875,2440.0,2108.333251953125,2127.9833984375,2962314
2024-09-09,2242.94140625,2281.39990234375,2376.566650390625,2255.433349609375,2371.666748046875,872274
2024-09-10,2217.134033203125,2255.14990234375,2297.9833984375,2239.0,2293.0166015625,345117
2024-09-11,2167.73095703125,2204.89990234375,2273.333251953125,2200.0,2255.14990234375,374550
2024-09-12,2175.399658203125,2212.699951171875,2279.5,2200.5,2224.89990234375,349464
2024-09-13,2397.8193359375,2438.933349609375,2476.9833984375,2196.11669921875,2219.9833984375,2019282
2024-09-16,2698.873779296875,2745.14990234375,2826.666748046875,2466.666748046875,2485.64990234375,2076798
2024-09-17,2535.80322265625,2579.283447265625,2706.783447265625,2563.716552734375,2701.833251953125,862515
2024-09-18,2484.25390625,2526.85009765625,2602.166748046875,2506.0166015625,2585.333251953125,504066
2024-09-19,2548.8134765625,2592.5166015625,2723.333251953125,2486.666748046875,2536.333251953125,1338108
2024-09-20,2490.021484375,2532.716552734375,2650.0,2500.0,2606.666748046875,2266872
2024-09-23,2409.469482421875,2450.783447265625,2540.783447265625,2420.0166015625,2433.333251953125,580935
2024-09-24,2394.82080078125,2435.88330078125,2475.316650390625,2425.800048828125,2475.083251953125,203406
2024-09-25,2331.309814453125,2371.283447265625,2443.316650390625,2366.666748046875,2429.949951171875,163311
2024-09-26,2338.880126953125,2378.9833984375,2439.25,2338.11669921875,2369.683349609375,321561
2024-09-27,2293.360595703125,2332.683349609375,2417.9833984375,2323.449951171875,2390.783447265625,174510
2024-09-30,2286.658447265625,2325.86669921875,2341.666748046875,2273.36669921875,2319.683349609375,167241
2024-10-01,2234.78173828125,2273.10009765625,2321.316650390625,2266.666748046875,2301.683349609375,170208
2024-10-03,2161.66845703125,2198.7333984375,2262.4833984375,2190.38330078125,2247.083251953125,181140
2024-10-04,2171.89306640625,2209.13330078125,2296.783447265625,2137.166748046875,2196.666748046875,464007
2024-10-07,2099.69775390625,2135.699951171875,2219.0,2120.0,2207.14990234375,189594
2024-10-08,2256.1650390625,2294.85009765625,2311.199951171875,2087.550048828125,2095.0,336414
2024-10-09,2322.67431640625,2362.5,2410.333251953125,2305.333251953125,2305.60009765625,381372
2024-10-10,2259.1962890625,2297.933349609375,2378.61669921875,2283.333251953125,2368.0,184692
2024-10-11,2295.883544921875,2335.25,2360.0,2290.60009765625,2315.666748046875,164937
2024-10-14,2270.02734375,2308.949951171875,2364.333251953125,2301.75,2337.050048828125,99135
2024-10-15,2296.916015625,2336.300048828125,2353.64990234375,2281.666748046875,2317.316650390625,134547
2024-10-16,2327.197021484375,2367.10009765625,2382.949951171875,2303.333251953125,2336.666748046875,121731
2024-10-17,2279.399658203125,2318.4833984375,2367.0,2304.0,2367.0,113550
2024-10-18,2214.1845703125,2252.14990234375,2305.916748046875,2236.666748046875,2293.333251953125,116580
2024-10-21,2185.067138671875,2222.533447265625,2270.35009765625,2209.86669921875,2252.0,90534
2024-10-22,2058.717041015625,2094.0166015625,2213.333251953125,2073.083251953125,2212.316650390625,179517
2024-10-23,2241.057373046875,2279.4833984375,2306.666748046875,2029.699951171875,2086.333251953125,428037
2024-10-24,2124.440185546875,2160.86669921875,2316.666748046875,2131.85009765625,2279.4833984375,189270
2024-10-25,2064.8779296875,2100.283447265625,2223.333251953125,2086.7333984375,2144.10009765625,164709
2024-10-28,2053.620849609375,2088.833251953125,2183.333251953125,2061.11669921875,2100.2666015625,162561
2024-10-29,2084.590087890625,2120.333251953125,2138.966552734375,2083.333251953125,2099.0,77337
2024-10-30,2081.90283203125,2117.60009765625,2139.9833984375,2097.0,2112.35009765625,68769
2024-10-31,2171.155517578125,2208.38330078125,2229.64990234375,2116.35009765625,2116.666748046875,113526
2024-11-01,2195.70166015625,2233.35009765625,2254.0,2227.816650390625,2232.716552734375,26577
2024-11-04,2241.3193359375,2279.75,2330.0,2189.716552734375,2240.666748046875,320217
2024-11-05,2242.826904296875,2281.283447265625,2306.666748046875,2238.699951171875,2290.2333984375,102630
2024-11-06,2329.015625,2368.949951171875,2386.14990234375,2283.583251953125,2299.63330078125,161643
2024-11-07,2276.385009765625,2315.416748046875,2412.933349609375,2287.13330078125,2376.666748046875,118329
2024-11-08,2194.292236328125,2231.916748046875,2333.300048828125,2167.0,2316.666748046875,77982
2024-11-11,2174.7607421875,2212.050048828125,2470.300048828125,2155.466552734375,2200.0,818838
2024-11-12,2157.572021484375,2194.566650390625,2260.0,2182.64990234375,2260.0,192369
2024-11-13,2065.40234375,2100.816650390625,2212.300048828125,2093.333251953125,2199.9833984375,154479
2024-11-14,2003.8411865234375,2038.199951171875,2107.716552734375,2030.3333740234375,2097.333251953125,197145
2024-11-18,1971.626953125,2005.433349609375,2033.0,1971.5333251953125,1988.3499755859375,135033
2024-11-19,1961.58251953125,1995.2166748046875,2060.966552734375,1985.0,2010.066650390625,125688
2024-11-21,1918.0618896484375,1950.949951171875,2043.300048828125,1933.3333740234375,2011.4166259765625,121029
2024-11-22,1843.78564453125,1875.4000244140625,1984.5833740234375,1867.183349609375,1956.3333740234375,212133
2024-11-25,1887.2733154296875,1919.63330078125,1948.3333740234375,1889.933349609375,1923.3333740234375,169662
2024-11-26,1891.435302734375,1923.86669921875,1946.6666259765625,1914.2332763671875,1935.1666259765625,62295
2024-11-27,1907.54248046875,1940.25,1953.61669921875,1913.3333740234375,1933.3499755859375,64035
2024-11-28,1925.2225341796875,1958.2332763671875,1994.949951171875,1947.5,1956.0,96018
2024-11-29,1870.314697265625,1891.050048828125,1967.0,1871.6666259765625,1958.3333740234375,126723
2024-12-02,1898.0076904296875,1919.050048828125,1938.3333740234375,1877.6666259765625,1891.0,164826
2024-12-03,1879.59521484375,1900.433349609375,1911.316650390625,1859.5833740234375,1903.3333740234375,258117
2024-12-04,1854.506591796875,1875.066650390625,1918.3333740234375,1870.6666259765625,1900.6500244140625,109164
2024-12-05,1851.8197021484375,1872.3499755859375,1889.3333740234375,1860.0833740234375,1874.0167236328125,107370
2024-12-06,1844.368896484375,1864.816650390625,1888.3333740234375,1856.6666259765625,1880.0833740234375,72852
2024-12-09,1871.8311767578125,1892.5833740234375,1896.3333740234375,1858.3333740234375,1865.0167236328125,92646
2024-12-10,1912.3486328125,1933.550048828125,1941.6666259765625,1870.0,1898.0,156003
2024-12-11,1974.26220703125,1996.1500244140625,2041.6666259765625,1940.0,1940.0,307119
2024-12-12,1972.927001953125,1994.800048828125,2013.449951171875,1984.0999755859375,2011.2667236328125,90027
2024-12-13,1995.031982421875,2017.1500244140625,2029.949951171875,1957.6666259765625,1990.0167236328125,154320
2024-12-16,1979.05908203125,2001.0,2061.183349609375,1996.2833251953125,2038.6666259765625,117069
2024-12-17,1942.64599609375,1964.183349609375,2013.066650390625,1958.3333740234375,2013.066650390625,82980
2024-12-18,1868.2542724609375,1888.9666748046875,1972.4666748046875,1881.13330078125,1967.3333740234375,90948
2024-12-19,1839.5062255859375,1859.9000244140625,1876.63330078125,1834.0,1863.13330078125,138885
2024-12-20,1755.108642578125,1774.566650390625,1916.566650390625,1750.6666259765625,1873.2332763671875,271521
2024-12-23,1692.189453125,1710.949951171875,1833.3333740234375,1706.6666259765625,1806.4166259765625,148833
2024-12-24,1668.8812255859375,1687.38330078125,1736.5333251953125,1666.6666259765625,1720.6666259765625,126345
2024-12-26,1816.8572998046875,1837.0,1888.3333740234375,1674.050048828125,1699.3333740234375,1312026
2024-12-27,1735.8223876953125,1755.066650390625,1860.0,1747.11669921875,1827.816650390625,241647
2024-12-30,1588.95068359375,1606.566650390625,1773.3333740234375,1570.7833251953125,1755.050048828125,713409
2024-12-31,1723.45947265625,1742.566650390625,1765.0,1617.050048828125,1617.2166748046875,1038354
2025-01-01,1659.996337890625,1678.4000244140625,1739.5333251953125,1637.7833251953125,1733.449951171875,627900
2025-01-02,1703.20068359375,1722.0833740234375,1753.0,1668.7667236328125,1668.7667236328125,446181
2025-01-03,1683.3045654296875,1701.9666748046875,1731.36669921875,1685.3333740234375,1717.0333251953125,194460
2025-01-06,1620.5172119140625,1638.4832763671875,1719.1500244140625,1630.0999755859375,1719.1500244140625,143088
2025-01-07,1640.842041015625,1659.0333251953125,1683.3333740234375,1626.8499755859375,1656.4832763671875,134958
2025-01-08,1605.3192138671875,1623.11669921875,1671.6666259765625,1613.449951171875,1671.6666259765625,83952
2025-01-09,1556.3125,1573.566650390625,1626.88330078125,1570.0,1623.11669921875,96639
2025-01-10,1575.0877685546875,1592.550048828125,1631.300048828125,1547.4166259765625,1584.7166748046875,173622
2025-01-13,1448.046142578125,1464.0999755859375,1579.800048828125,1450.0,1579.800048828125,268515
2025-01-14,1489.140625,1505.6500244140625,1520.566650390625,1464.566650390625,1471.4832763671875,114690
2025-01-15,1473.1676025390625,1489.5,1528.0999755859375,1483.8333740234375,1505.6666259765625,114429
2025-01-16,1444.73291015625,1460.75,1519.9832763671875,1456.6666259765625,1508.3333740234375,123501
2025-01-17,1445.243896484375,1461.2667236328125,1475.066650390625,1446.0,1458.3333740234375,107805
2025-01-20,1466.1619873046875,1482.4166259765625,1493.316650390625,1437.7833251953125,1461.6666259765625,104049
